ques,diff
2997,3
2998,4
2999,3
3000,4
3001,4
3002,9
3003,6
3004,5
3005,1
3006,5
3007,1
3008,2
3009,4
3010,4
3011,3
3012,6
3013,0
3014,8
3015,5
3016,4
3017,8
3018,7
3019,5
3020,7
3021,7
3022,3
3023,6
3024,8
3025,5
3026,6
3027,7
3028,6
3029,0
3030,10
3031,0
3032,5
3033,4
3034,6
3035,4
3036,5
3037,6
3038,6
3039,7
3040,10
3041,4
3042,4
3043,6
3044,5
3045,3
3046,3
3047,6
3048,6
3049,5
3050,6
3051,4
3052,3
3053,10
3054,2
3055,6
3056,5
3057,5
3058,8
3059,5
3060,8
3061,7
3062,8
3063,6
3064,6
3065,5
3066,7
3067,6
3068,7
3069,6
3070,8
3071,7
3072,6
3073,5
3074,7
3075,5
3076,7
3077,6
3078,6
3079,6
3080,7
3081,6
3082,4
3083,8
3084,8
3085,7
3086,5
3087,6
3088,3
3089,6
3090,7
3091,6
3092,6
3093,6
3094,7
3095,6
3096,5
3097,4
3098,8
3099,8
3100,5
3101,6
3102,6
3103,6
3104,7
3105,10
3106,7
3107,6
3108,5
3109,8
3110,8
3111,6
3112,4
3113,7
3114,7
3115,6
3116,6
3117,6
3118,5
3119,6
3120,7
3121,7
3122,6
3123,7
3124,6
3125,5
3126,6
3127,6
3128,7
3129,6
3130,5
3131,6
3132,6
3133,5
3134,6
3135,7
3136,5
3137,4
3138,5
3139,1
3140,2
3141,5
3142,1
3143,3
3144,4
3145,6
3146,4
3147,3
3148,10
3149,6
3150,5
3151,10
3152,5
3153,5
3154,5
3155,8
3156,6
3157,7
3158,4
3159,6
3160,5
3161,7
3162,10
3163,7
3164,7
3165,6
3166,7
3167,5
3168,7
3169,8
3170,5
3171,8
3172,6
3173,6
3174,9
3175,10
3176,4
3177,3
3178,8
3179,6
3180,7
3181,5
3182,8
3183,4
3184,5
3185,5
3186,5
3187,10
3188,10
3189,7
3190,10
3191,8
3192,10
3193,5
3194,6
3195,5
3196,5
3197,7
3198,4
3199,5
3200,5
3201,5
3202,7
3203,5
3204,5
3205,5
3206,7
3207,5
3208,5
3209,5
3210,5
3211,9
3212,9
3213,8
3214,6
3215,8
3216,5
3217,6
3218,5
3219,5
3220,7
3221,7
3222,7
3223,0
3224,3
3225,3
3226,5
3227,5
3228,8
3229,6
3230,8
3231,10
3232,7
3233,5
3234,6
3235,6
3236,10
3237,10
3238,5
3239,4
3240,10
3241,8
3242,6
3243,10
3244,10
3245,8
3246,7
3247,2
3248,6
3249,10
3250,7
3251,10
3252,10
3253,10
3254,7
3255,10
3256,10
3257,7
3258,5
3259,6
3260,8
3261,10
3262,8
3263,6
3264,7
3265,8
3266,4
3267,7
3268,10
3269,8
3270,8
3271,8
3272,10
3273,6
3274,10
3275,8
3276,9
3277,10
3278,4
3279,10
3280,10
3281,10
3282,10
3283,7
3284,0
3285,2
3286,6
3287,10
3288,6
3289,10
3290,10
3291,6
3292,5
3293,8
3294,4
3295,5
3296,9
3297,5
3298,8
3299,10
3300,10
3301,6
3302,10
3303,5
3304,10
3305,3
3306,7
3307,6
3308,7
3309,9
3310,7
3311,5
3312,5
3313,5
3314,6
3315,8
3316,5
3317,5
3318,5
3319,5
3320,7
3321,6
3322,6
3323,6
3324,5
3325,10
3326,8
3327,3
3328,6
3329,10
3330,9
3331,6
3332,0
3333,10
3334,10
3335,9
3336,8
3337,5
3338,9
3339,6
3340,7
3341,7
3342,5
3343,5
3344,8
3345,8
3346,7
3347,6
3348,6
3349,10
3350,4
3351,3
3352,5
3353,6
3354,0
3355,3
3356,2
3357,3
3358,5
3359,7
3360,8
3361,5
3362,4
3363,10
3364,7
3365,10
3366,10
3367,8
3368,5
3369,4
3370,8
3371,5
3372,0
3373,4
3374,1
3375,10
3376,3
3377,10
3378,3
3379,7
3380,5
3381,5
3382,6
3383,8
3384,5
3385,5
3386,5
3387,6
3388,10
3389,8
3390,2
3391,2
3392,4
3393,5
3394,8
3395,5
3396,5
3397,5
3398,5
3399,7
3400,7
3401,2
3402,6
3403,5
3404,6
3405,5
3406,7
3407,7
3408,6
3409,10
3410,7
3411,4
3412,8
3413,5
3414,6
3415,7
3416,7
3417,6
3418,10
3419,8
3420,10
3421,5
3422,5
3423,8
3424,2
3425,10
3426,5
3427,6
3428,5
3429,5
3430,6
3431,6
3432,5
3433,5
3434,6
3435,7
3436,5
3437,5
3438,5
3439,8
3440,6
3441,8
3442,7
3443,8
3444,3
3445,6
3446,5
3447,3
3448,6
3449,5
3450,6
3451,5
3452,6
3453,6
3454,6
3455,1
3456,7
3457,6
3458,1
3459,4
3460,2
3461,5
3462,8
3463,3
3464,4
3465,7
3466,5
3467,7
3468,1
3469,4
3470,5
3471,5
3472,6
3473,10
3474,5
3475,5
3476,3
3477,5
3478,10
3479,1
3480,5
3481,4
3482,7
3483,6
3484,5
3485,6
3486,5
3487,6
3488,6
3489,7
3490,7
3491,3
3492,8
3493,5
3494,2
3495,4
3496,6
3497,5
3498,4
3499,5
3500,7
3501,5
3502,5
3503,5
3504,3
3505,5
3506,4
3507,8
3508,5
3509,6
3510,6
3511,2
3512,5
3513,5
3514,5
3515,3
3516,8
3517,2
3518,5
3519,6
3520,8
3521,8
3522,6
3523,7
3524,8
3525,6
3526,5
3527,8
3528,6
3529,5
3530,5
3531,7
3532,5
3533,7
3534,6
3535,3
3536,8
3537,4
3538,1
3539,8
3540,6
3541,5
3542,5
3543,6
3544,7
3545,5
3546,5
3547,6
3548,5
3549,10
3550,10
3551,5
3552,6
3553,5
3554,5
3555,5
3556,6
3557,7
3558,6
3559,5
3560,6
3561,7
3562,6
3563,6
3564,5
3565,7
3566,1
3567,4
3568,5
3569,3
3570,4
3571,4
3572,10
3573,10
3574,8
3575,6
3576,6
3577,7
3578,5
3579,6
3580,3
3581,1
3582,6
3583,8
3584,7
3585,6
3586,6
3587,5
3588,6
3589,7
3590,2
3591,4
3592,9
3593,10
3594,5
3595,7
3596,2
3597,4
3598,6
3599,4
3600,5
3601,4
3602,7
3603,7
3604,6
3605,6
3606,6
3607,7
3608,5
3609,6
3610,6
3611,5
3612,5
3613,7
3614,5
3615,7
3616,7
3617,5
3618,10
3619,8
3620,8
3621,7
3622,8
3623,6
3624,4
3625,7
3626,7
3627,7
3628,6
3629,7
3630,5
3631,6
3632,3
3633,8
3634,9
3635,9
3636,7
3637,7
3638,5
3639,4
3640,4
3641,4
3642,6
3643,8
3644,6
3645,6
3646,4
3647,6
3648,7
3649,6
3650,6
3651,6
3652,6
3653,6
3654,6
3655,4
3656,5
3657,7
3658,7
3659,5
3660,5
3661,7
3662,6
3663,5
3664,6
3665,6
3666,4
3667,4
3668,2
3669,4
3670,7
3671,6
3672,5
3673,6
3674,7
3675,7
3676,8
3677,4
3678,5
3679,6
3680,6
3681,6
3682,4
3683,7
3684,9
3685,5
3686,4
3687,7
3688,3
3689,7
3690,7
3691,8
3692,5
3693,3
3694,5
3695,5
3696,6
3697,5
3698,8
3699,7
3700,6
3701,6
3702,3
3703,5
3704,7
3705,8
3706,7
3707,5
3708,6
3709,7
3710,6
3711,6
3712,7
3713,6
3714,9
3715,6
3716,5
3717,6
3718,5
3719,5
3720,5
3721,2
3722,3
3723,6
3724,9
3725,7
3726,6
3727,7
3728,5
3729,3
3730,4
3731,6
3732,7
3733,6
3734,6
3735,5
3736,7
3737,6
3738,6
3739,5
3740,5
3741,4
3742,3
3743,7
3744,6
3745,6
3746,6
3747,3
3748,6
3749,6
3750,5
3751,5
3752,5
3753,7
3754,8
3755,5
3756,7
3757,4
3758,5
3759,8
3760,8
3761,3
3762,2
3763,2
3764,4
3765,4
3766,3
3767,7
3768,4
3769,6
3770,4
3771,5
3772,3
3773,6
3774,6
3775,4
3776,2
3777,4
3778,6
3779,4
3780,6
3781,4
3782,5
3783,2
3784,5
3785,5
3786,3
3787,6
3788,7
3789,6
3790,4
3791,3
3792,5
3793,4
3794,4
3795,7
3796,5
3797,3
3798,3
3799,4
3800,2
3801,3
3802,6
3803,6
3804,5
3805,6
3806,8
3807,5
3808,6
3809,5
3810,5
3811,5
3812,8
3813,3
3814,7
3815,5
3816,2
3817,3
3818,4
3819,5
3820,5
3821,1
3822,2
3823,5
3824,10
3825,10
3826,4
3827,4
3828,2
3829,6
3830,2
3831,4
3832,2
3833,3
3834,3
3835,2
3836,5
3837,4
3838,6
3839,7
3840,7
3841,5
3842,6
3843,7
3844,4
3845,8
3846,8
3847,8
3848,8
3849,5
3850,7
3851,8
3852,1
3853,8
3854,5
3855,8
3856,2
3857,6
3858,3
3859,3
3860,3
3861,7
3862,8
3863,7
3864,4
3865,6
3866,8
3867,9
3868,7
3869,5
3870,10
3871,8
3872,7
3873,8
3874,10
3875,4
3876,6
3877,4
3878,5
3879,4
3880,6
3881,10
3882,4
3883,2
3884,1
3885,3
3886,3
3887,6
3888,6
3889,8
3890,4
3891,5
3892,8
3893,5
3894,3
3895,3
3896,7
3897,8
3898,5
3899,5
3900,4
3901,6
3902,5
3903,5
3904,3
3905,6
3906,3
3907,7
3908,2
3909,6
3910,8
3911,9
3912,9
3913,8
3914,8
3915,8
3916,3
3917,5
3918,5
3919,7
3920,8
3921,10
3922,10
3923,8
3924,5
3925,8
3926,5
3927,8
3928,5
3929,6
3930,2
3931,8
3932,7
3933,8
3934,8
3935,8
3936,6
3937,8
3938,2
3939,8
3940,6
3941,6
3942,7
3943,7
3944,8
3945,3
3946,9
3947,7
3948,8
3949,7
3950,8
3951,5
3952,3
3953,5
3954,5
3955,5
3956,2
3957,7
3958,1
3959,7
3960,4
3961,5
3962,10
3963,7
3964,7
3965,5
3966,10
3967,8
3968,7
3969,5
3970,5
3971,5
3972,7
3973,6
3974,8
3975,6
3976,3
3977,8
3978,6
3979,9
3980,9
3981,6
3982,7
3983,8
3984,7
3985,7
3986,7
3987,8
3988,10
3989,8
3990,3
3991,8
3992,8
3993,7
3994,4
3995,1
3996,1
3997,4
3998,2
3999,6
4000,4
4001,4
4002,6
4003,2
4004,2
4005,7
4006,6
4007,2
4008,2
4009,4
4010,5
4011,5
4012,8
4013,1
4014,5
4015,6
4016,5
4017,7
4018,6
4019,7
4020,6
4021,7
4022,6
4023,2
4024,8
4025,7
4026,4
4027,10
4028,7
4029,9
4030,3
4031,2
4032,3
4033,7
4034,3
4035,7
4036,4
4037,3
4038,7
4039,7
4040,7
4041,7
4042,5
4043,5
4044,8
4045,3
4046,7
4047,6
4048,2
4049,5
4050,5
4051,7
4052,2
4053,7
4054,5
4055,8
4056,7
4057,7
4058,7
4059,9
4060,8
4061,7
4062,9
4063,9
4064,7
4065,9
4066,7
4067,10
4068,10
4069,8
4070,6
4071,9
4072,5
4073,6
4074,8
4075,7
4076,5
4077,7
4078,6
4079,5
4080,7
4081,6
4082,6
4083,8
4084,8
4085,4
4086,4
4087,5
4088,5
4089,7
4090,5
4091,6
4092,8
4093,4
4094,6
4095,2
4096,6
4097,5
4098,9
4099,5
4100,5
4101,4
4102,5
4103,8
4104,6
4105,7
4106,8
4107,6
4108,10
4109,10
4110,10
4111,6
4112,5
4113,4
4114,6
4115,5
4116,6
4117,9
4118,6
4119,6
4120,9
4121,7
4122,5
4123,10
4124,4
4125,8
4126,8
4127,8
4128,8
4129,6
4130,7
4131,8
4132,6
4133,4
4134,4
4135,6
4136,5
4137,5
4138,7
4139,5
4140,10
4141,5
4142,5
4143,5
4144,4
4145,5
4146,5
4147,5
4148,5
4149,8
4150,7
4151,2
4152,7
4153,8
4154,9
4155,7
4156,6
4157,7
4158,3
4159,2
4160,8
4161,8
4162,5
4163,8
4164,9
4165,10
4166,6
4167,6
4168,9
4169,9
4170,8
4171,8
4172,4
4173,8
4174,5
4175,8
4176,9
4177,5
4178,2
4179,5
4180,5
4181,4
4182,7
4183,8
4184,8
4185,7
4186,5
4187,3
4188,7
4189,4
4190,6
4191,6
4192,7
4193,4
4194,2
4195,7
4196,1
4197,9
4198,4
4199,3
4200,6
4201,6
4202,6
4203,6
4204,7
4205,3
4206,8
4207,2
4208,6
4209,7
4210,8
4211,7
4212,8
4213,5
4214,4
4215,8
4216,4
4217,3
4218,8
4219,8
4220,5
4221,5
4222,4
4223,5
4224,8
4225,5
4226,7
4227,7
4228,3
4229,7
4230,7
4231,4
4232,5
4233,7
4234,6
4235,8
4236,3
4237,3
4238,8
4239,5
4240,5
4241,4
4242,3
4243,5
4244,4
4245,7
4246,5
4247,5
4248,10
4249,4
4250,8
4251,8
4252,2
4253,6
4254,7
4255,8
4256,7
4257,8
4258,6
4259,3
4260,2
4261,5
4262,5
4263,0
4264,7
4265,3
4266,8
4267,8
4268,7
4269,7
4270,7
4271,10
4272,6
4273,8
4274,9
4275,5
4276,9
4277,8
4278,4
4279,6
4280,5
4281,5
4282,4
4283,5
4284,5
4285,6
4286,6
4287,7
4288,5
4289,5
4290,5
4291,5
4292,5
4293,5
4294,5
4295,1
4296,10
4297,5
4298,6
4299,5
4300,7
4301,8
4302,7
4303,3
4304,3
4305,6
4306,9
4307,4
4308,5
4309,3
4310,8
4311,5
4312,5
4313,8
4314,5
4315,6
4316,7
4317,9
4318,6
4319,3
4320,9
4321,7
4322,9
4323,10
4324,8
4325,8
4326,5
4327,5
4328,5
4329,5
4330,6
4331,7
4332,5
4333,6
4334,6
4335,6
4336,5
4337,9
4338,10
4339,9
4340,5
4341,6
4342,8
4343,6
4344,4
4345,9
4346,8
4347,10
4348,6
4349,5
4350,5
4351,3
4352,8
4353,5
4354,3
4355,4
4356,5
4357,5
4358,6
4359,7
4360,6
4361,7
4362,0
4363,5
4364,5
4365,5
4366,5
4367,6
4368,5
4369,7
4370,10
4371,8
4372,8
4373,5
4374,5
4375,7
4376,6
4377,3
4378,5
4379,4
4380,4
4381,1
4382,3
4383,4
4384,5
4385,3
4386,3
4387,4
4388,2
4389,3
4390,4
4391,3
4392,3
4393,5
4394,2
4395,5
4396,4
4397,4
4398,6
4399,4
4400,6
4401,2
4402,6
4403,5
4404,5
4405,3
4406,4
4407,5
4408,4
4409,2
4410,4
4411,7
4412,4
4413,5
4414,1
4415,2
4416,4
4417,3
4418,6
4419,2
4420,6
4421,2
4422,5
4423,6
4424,7
4425,3
4426,5
4427,4
4428,2
4429,3
4430,7
4431,2
4432,2
4433,5
4434,5
4435,6
4436,5
4437,6
4438,3
4439,5
4440,5
4441,3
4442,8
4443,6
4444,8
4445,6
4446,4
4447,3
4448,5
4449,9
4450,3
4451,5
4452,5
4453,5
4454,5
4455,8
4456,7
4457,4
4458,4
4459,5
4460,5
4461,3
4462,6
4463,6
4464,8
4465,6
4466,3
4467,4
4468,6
4469,4
4470,9
4471,9
4472,8
4473,8
4474,6
4475,7
4476,7
4477,3
4478,2
4479,5
4480,4
4481,7
4482,9
4483,6
4484,4
4485,7
4486,4
4487,7
4488,5
4489,4
4490,4
4491,5
4492,4
4493,4
4494,6
4495,5
4496,5
4497,10
4498,5
4499,6
4500,5
4501,6
4502,10
4503,9
4504,6
4505,10
4506,3
4507,5
4508,6
4509,6
4510,5
4511,6
4512,5
4513,5
4514,8
4515,6
4516,6
4517,7
4518,8
4519,2
4520,10
4521,1
4522,5
4523,6
4524,0
4525,6
4526,6
4527,6
4528,7
4529,5
4530,5
4531,8
4532,5
4533,6
4534,6
4535,3
4536,5
4537,9
4538,7
4539,6
4540,9
4541,7
4542,10
4543,5
4544,3
4545,6
4546,6
4547,6
4548,5
4549,7
4550,5
4551,4
4552,6
4553,2
4554,5
4555,6
4556,10
4557,5
4558,3
4559,6
4560,10
4561,7
4562,6
4563,2
4564,7
4565,5
4566,4
4567,6
4568,5
4569,4
4570,10
4571,8
4572,6
4573,5
4574,4
4575,8
4576,3
4577,2
4578,5
4579,8
4580,5
4581,8
4582,10
4583,5
4584,5
4585,3
4586,7
4587,6
4588,5
4589,8
4590,6
4591,6
4592,7
4593,8
4594,3
4595,7
4596,8
4597,6
4598,6
4599,5
4600,2
4601,7
4602,8
4603,6
4604,8
4605,7
4606,9
4607,9
4608,6
4609,7
4610,6
4611,6
4612,8
4613,9
4614,4
4615,1
4616,2
4617,4
4618,6
4619,8
4620,2
4621,10
4622,6
4623,6
4624,5
4625,5
4626,4
4627,4
4628,5
4629,7
4630,7
4631,10
4632,5
4633,8
4634,5
4635,9
4636,10
4637,9
4638,8
4639,1
4640,4
4641,7
4642,7
4643,7
4644,10
4645,10
4646,5
4647,3
4648,9
4649,7
4650,8
4651,10
4652,7
4653,8
4654,7
4655,10
4656,8
4657,7
4658,6
4659,0
4660,7
4661,9
4662,5
4663,6
4664,5
4665,9
4666,6
4667,8
4668,5
4669,9
4670,5
4671,5
4672,5
4673,7
4674,5
4675,8
4676,8
4677,8
4678,6
4679,7
4680,9
4681,5
4682,4
4683,5
4684,4
4685,6
4686,8
4687,9
4688,3
4689,6
4690,7
4691,7
4692,7
4693,9
4694,0
4695,8
4696,9
4697,8
4698,4
4699,8
4700,3
4701,10
4702,5
4703,9
4704,8
4705,6
4706,10
4707,8
4708,8
4709,2
4710,5
4711,5
4712,8
4713,5
4714,5
4715,5
4716,5
4717,7
4718,5
4719,5
4720,5
4721,6
4722,7
4723,3
4724,6
4725,4
4726,8
4727,6
4728,8
4729,8
4730,5
4731,10
4732,5
4733,6
4734,10
4735,8
4736,7
4737,5
4738,7
4739,7
4740,4
4741,7
4742,7
4743,4
4744,8
4745,7
4746,8
4747,8
4748,6
4749,8
4750,9
4751,6
4752,6
4753,5
4754,2
4755,5
4756,3
4757,9
4758,10
4759,3
4760,10
4761,9
4762,7
4763,8
4764,2
4765,7
4766,5
4767,8
4768,10
4769,8
4770,6
4771,6
4772,8
4773,8
4774,9
4775,9
4776,0
4777,10
4778,8
4779,5
4780,5
4781,5
4782,7
4783,7
4784,5
4785,5
4786,6
4787,6
4788,6
4789,8
4790,8
4791,9
4792,7
4793,5
4794,9
4795,5
4796,1
4797,7
4798,2
4799,3
4800,10
4801,3
4802,7
4803,9
4804,5
4805,8
4806,4
4807,5
4808,7
4809,5
4810,6
4811,7
4812,4
4813,10
4814,9
4815,7
4816,7
4817,10
4818,7
4819,4
4820,3
4821,7
4822,7
4823,8
4824,4
4825,6
4826,3
4827,6
4828,6
4829,8
4830,8
4831,1
4832,10
4833,5
4834,5
4835,6
4836,7
4837,7
4838,8
4839,5
4840,8
4841,10
4842,7
4843,8
4844,7
4845,6
4846,7
4847,4
4848,6
4849,3
4850,5
4851,6
4852,4
4853,5
4854,3
4855,3
4856,3
4857,4
4858,4
4859,5
4860,5
4861,2
4862,2
4863,2
4864,5
4865,5
4866,3
4867,5
4868,4
4869,4
4870,2
4871,3
4872,6
4873,4
4874,7
4875,6
4876,2
4877,3
4878,7
4879,4
4880,2
4881,7
4882,7
4883,6
4884,8
4885,3
4886,8
4887,6
4888,5
4889,2
4890,10
4891,6
4892,10
4893,6
4894,8
4895,7
4896,8
4897,8
4898,7
4899,7
4900,7
4901,7
4902,6
4903,9
4904,5
4905,8
4906,9
4907,5
4908,5
4909,6
4910,4
4911,6
4912,6
4913,6
4914,2
4915,9
4916,7
4917,8
4918,4
4919,10
4920,5
4921,8
4922,5
4923,9
4924,8
4925,6
4926,9
4927,8
4928,10
4929,8
4930,7
4931,8
4932,6
4933,8
4934,9
4935,6
4936,8
4937,5
4938,8
4939,5
4940,7
4941,5
4942,10
4943,9
4944,7
4945,7
4946,5
4947,5
4948,5
4949,5
4950,5
4951,5
4952,7
4953,5
4954,8
4955,5
4956,7
4957,8
4958,8
4959,8
4960,8
4961,5
4962,8
4963,9
4964,6
4965,6
4966,10
4967,3
4968,6
4969,7
4970,5
4971,5
4972,5
4973,5
4974,5
4975,5
4976,5
4977,5
4978,5
4979,5
4980,5
4981,5
4982,5
4983,5
4984,5
4985,5
4986,5
4987,5
4988,5
4989,5
4990,5
4991,5
4992,5
4993,6
4994,5
4995,5
4996,5
4997,5
4998,5
4999,5
5000,5
5001,5
5002,5
5003,5
5004,5
5005,7
5006,7
5007,8
5008,10
5009,5
5010,2
5011,3
5012,3
5013,4
5014,5
5015,5
5016,5
5017,5
5018,5
5019,5
5020,5
5021,5
5022,5
5023,5
5024,5
5025,5
5026,5
5027,5
5028,5
5029,5
5030,5
5031,5
5032,5
5033,5
5034,5
5035,4
5036,5
5037,5
5038,5
5039,5
5040,5
5041,5
5042,5
5043,6
5044,3
5045,5
5046,8
5047,8
5048,8
5049,4
5050,5
5051,10
5052,8
5053,4
5054,6
5055,4
5056,5
5057,5
5058,5
5059,5
5060,5
5061,5
5062,5
5063,5
5064,5
5065,5
5066,6
5067,5
5068,5
5069,5
5070,2
5071,5
5072,5
5073,6
5074,6
5075,5
5076,5
5077,5
5078,5
5079,5
5080,5
5081,5
5082,5
5083,5
5084,5
5085,3
5086,8
5087,5
5088,5
5089,5
5090,5
5091,5
5092,5
5093,5
5094,5
5095,5
5096,5
5097,5
5098,5
5099,5
5100,5
5101,5
5102,6
5103,5
5104,5
5105,5
5106,5
5107,5
5108,5
5109,3
5110,5
5111,8
5112,5
5113,5
5114,5
5115,6
5116,3
5117,10
5118,8
5119,5
5120,5
5121,5
5122,5
5123,0
5124,5
5125,7
5126,8
5127,0
5128,10
5129,8
5130,4
5131,10
5132,5
5133,8
5134,10
5135,8
5136,8
5137,6
5138,9
5139,5
5140,6
5141,2
5142,6
5143,8
5144,8
5145,5
5146,5
5147,5
5148,5
5149,5
5150,7
5151,6
5152,6
5153,5
5154,3
5155,7
5156,8
5157,10
5158,8
5159,8
5160,8
5161,5
5162,10
5163,10
5164,10
5165,8
5166,5
5167,10
5168,8
5169,9
5170,6
5171,7
5172,6
5173,8
5174,1
5175,5
5176,10
5177,10
5178,10
5179,7
5180,7
5181,5
5182,7
5183,4
5184,10
5185,10
5186,6
5187,8
5188,6
5189,9
5190,8
5191,5
5192,6
5193,8
5194,7
5195,10
5196,7
5197,7
5198,4
5199,10
5200,2
5201,8
5202,6
5203,7
5204,10
5205,6
5206,5
5207,7
5208,10
5209,10
5210,6
5211,10
5212,5
5213,10
5214,6
5215,7
5216,9
5217,6
5218,6
5219,10
5220,5
5221,8
5222,10
5223,8
5224,7
5225,10
5226,8
5227,8
5228,6
5229,10
5230,8
5231,7
5232,8
5233,1
5234,6
5235,8
5236,8
5237,7
5238,8
5239,5
5240,8
5241,8
5242,8
5243,5
5244,6
5245,6
5246,7
5247,9
5248,10
5249,5
5250,5
5251,5
5252,9
5253,8
5254,5
5255,10
5256,5
5257,5
5258,0
5259,5
5260,6
5261,5
5262,5
5263,5
5264,5
5265,5
5266,5
5267,10
5268,5
5269,7
5270,5
5271,5
5272,5
5273,5
5274,5
5275,5
5276,10
5277,10
5278,0
5279,7
5280,2
5281,6
5282,3
5283,3
5284,5
5285,4
5286,3
5287,5
5288,2
5289,4
5290,4
5291,10
5292,6
5293,5
5294,10
5295,6
5296,7
5297,2
5298,5
5299,5
5300,9
5301,8
5302,6
5303,3
5304,1
5305,5
5306,5
5307,9
5308,9
5309,6
5310,7
5311,7
5312,5
5313,7
5314,5
5315,5
5316,5
5317,6
5318,3
5319,4
5320,5
5321,6
5322,5
5323,5
5324,10
5325,5
5326,1
5327,3
5328,6
5329,4
5330,8
5331,3
5332,5
5333,7
5334,8
5335,10
5336,5
5337,5
5338,5
5339,8
5340,3
5341,4
5342,10
5343,8
5344,8
5345,4
5346,9
5347,4
5348,4
5349,8
5350,6
5351,6
5352,4
5353,10
5354,5
5355,5
5356,8
5357,6
5358,5
5359,6
5360,10
5361,6
5362,3
5363,6
5364,6
5365,9
5366,4
5367,6
5368,10
5369,2
5370,1
5371,4
5372,4
5373,10
5374,4
5375,5
5376,5
5377,6
5378,3
5379,3
5380,8
5381,6
5382,2
5383,4
5384,7
5385,7
5386,0
5387,5
5388,10
5389,6
5390,7
5391,8
5392,7
5393,5
5394,4
5395,5
5396,7
5397,6
5398,8
5399,1
5400,7
5401,8
5402,7
5403,5
5404,5
5405,5
5406,7
5407,1
5408,4
5409,4
5410,5
5411,6
5412,6
5413,5
5414,5
5415,5
5416,5
5417,5
5418,6
5419,6
5420,3
5421,7
5422,6
5423,5
5424,2
5425,0
5426,10
5427,5
5428,1
5429,6
5430,4
5431,10
5432,2
5433,6
5434,7
5435,10
5436,6
5437,5
5438,5
5439,7
5440,8
5441,9
5442,5
5443,10
5444,5
5445,8
5446,8
5447,7
5448,6
5449,0
5450,4
5451,7
5452,6
5453,6
5454,6
5455,8
5456,8
5457,8
5458,9
5459,8
5460,8
5461,5
5462,2
5463,5
5464,5
5465,5
5466,5
5467,5
5468,5
5469,5
5470,5
5471,5
5472,5
5473,5
5474,5
5475,5
5476,5
5477,5
5478,7
5479,8
5480,10
5481,5
5482,10
5483,8
5484,2
5485,3
5486,3
5487,6
5488,5
5489,8
5490,9
5491,1
5492,6
5493,8
5494,8
5495,8
5496,6
5497,8
5498,5
5499,8
5500,5
5501,3
5502,10
5503,5
5504,6
5505,5
5506,7
5507,8
5508,6
5509,3
5510,4
5511,4
5512,1
5513,10
5514,0
5515,3
5516,2
5517,3
5518,8
5519,7
5520,6
5521,6
5522,2
5523,6
5524,3
5525,10
5526,5
5527,10
5528,8
5529,5
5530,7
5531,8
5532,6
5533,10
5534,5
5535,0
5536,8
5537,5
5538,5
5539,2
5540,0
5541,5
5542,8
5543,7
5544,6
5545,4
5546,2
5547,7
5548,7
5549,0
5550,8
5551,8
5552,8
5553,3
5554,6
5555,8
5556,6
5557,5
5558,6
5559,9
5560,7
5561,10
5562,7
5563,5
5564,7
5565,8
5566,8
5567,6
5568,7
5569,7
5570,3
5571,1
5572,6
5573,5
5574,5
5575,8
5576,10
5577,8
5578,3
5579,7
5580,9
5581,1
5582,6
5583,8
5584,3
5585,2
5586,9
5587,7
5588,8
5589,7
5590,5
5591,5
5592,8
5593,8
5594,5
5595,6
5596,9
5597,7
5598,8
5599,6
5600,5
5601,8
5602,8
5603,2
5604,8
5605,5
5606,5
5607,5
5608,2
5609,6
5610,6
5611,9
5612,6
5613,7
5614,7
5615,5
5616,5
5617,5
5618,6
5619,7
5620,8
5621,5
5622,6
5623,5
5624,5
5625,7
5626,8
5627,10
5628,6
5629,10
5630,5
5631,5
5632,7
5633,10
5634,4
5635,7
5636,10
5637,10
5638,7
5639,8
5640,9
5641,7
5642,8
5643,5
5644,7
5645,10
5646,10
5647,7
5648,8
5649,7
5650,10
5651,7
5652,8
5653,2
5654,10
5655,2
5656,2
5657,8
5658,5
5659,4
5660,7
5661,5
5662,0
5663,4
5664,7
5665,6
5666,8
5667,5
5668,5
5669,6
5670,7
5671,4
5672,0
5673,5
5674,5
5675,6
5676,8
5677,5
5678,8
5679,6
5680,8
5681,6
5682,1
5683,8
5684,7
5685,4
5686,7
5687,8
5688,5
5689,7
5690,7
5691,6
5692,8
5693,4
5694,5
5695,5
5696,2
5697,3
5698,6
5699,8
5700,6
5701,6
5702,9
5703,7
5704,5
5705,2
5706,6
5707,10
5708,5
5709,5
5710,7
5711,8
5712,5
5713,3
5714,8
5715,7
5716,3
5717,7
5718,2
5719,6
5720,6
5721,8
5722,8
5723,5
5724,4
5725,10
5726,6
5727,6
5728,5
5729,8
5730,8
5731,5
5732,6
5733,6
5734,7
5735,6
5736,9
5737,5
5738,5
5739,5
5740,9
5741,6
5742,7
5743,4
5744,2
5745,4
5746,2
5747,5
5748,4
5749,10
5750,8
5751,8
5752,10
5753,6
5754,4
5755,7
5756,7
5757,4
5758,8
5759,7
5760,7
5761,8
5762,7
5763,5
5764,5
5765,7
5766,7
5767,5
5768,4
5769,8
5770,4
5771,5
5772,5
5773,7
5774,5
5775,3
5776,7
5777,4
5778,6
5779,9
5780,8
5781,5
5782,5
5783,8
5784,10
5785,8
5786,8
5787,6
5788,9
5789,6
5790,7
5791,7
5792,6
5793,5
5794,10
