ques,type
265,0
1632,0
7879,0
3497,1
5918,0
13897,2
10557,0
8596,0
80,1
9963,0
14233,0
3312,0
1367,0
7598,0
4613,0
679,2
11643,0
14889,0
62,0
6293,0
4588,0
5699,0
2359,2
7996,2
8377,0
10338,0
14608,0
14030,0
3877,0
1148,0
5418,0
12192,0
9223,0
13749,0
7098,0
4113,0
8791,2
10640,1
2140,2
15244,4
9198,0
14405,0
12444,0
2547,0
3658,0
1697,0
4952,1
8184,0
9445,1
5551,2
10028,0
6632,1
11989,0
13530,0
1416,0
6895,0
5181,1
9596,2
984,2
8723,0
15210,0
13249,0
383,0
7725,0
5764,0
10403,0
8698,0
14095,0
3174,0
7444,0
4715,0
11921,2
14488,1
7012,2
11489,0
9528,0
13046,0
2893,0
4434,0
1179,1
7913,2
8239,0
14470,0
12765,0
11471,1
3723,0
2018,0
7225,0
13876,0
15556,0
13595,0
2674,0
6944,0
11005,0
9044,0
13410,1
12290,0
2393,0
432,0
1559,0
8046,0
6085,0
13817,1
15275,0
11835,0
13376,0
4780,0
12242,2
11554,0
8825,0
15056,0
13111,0
2958,0
229,0
4499,0
5866,0
12423,2
7978,2
10249,0
8544,0
14791,0
4314,1
4044,0
1059,0
7546,0
5585,0
14197,0
6673,2
11088,1
11351,0
9390,0
1898,1
12892,0
2739,0
778,0
6241,0
4280,0
2051,2
11070,0
9109,0
14572,0
2458,0
3825,0
1864,0
8111,0
5126,0
10195,0
15402,0
13441,0
3544,0
6806,0
982,2
911,2
10851,0
1158,1
15121,0
294,0
1661,0
7892,0
5931,0
5067,1
10570,0
9976,0
14262,0
3085,0
1380,0
7611,0
4626,0
692,2
6923,2
9711,0
12957,0
3060,0
6306,0
4601,0
5712,0
10968,2
10367,0
8406,0
13796,1
14637,0
14043,0
3890,0
1929,0
7392,0
11885,2
12221,0
9236,0
13762,0
2585,0
7127,0
5413,1
8804,2
10916,0
3424,1
9211,0
12457,0
2304,0
3687,0
1726,0
7957,0
10635,0
12002,0
10041,0
13296,1
13559,0
3406,0
6908,0
2789,2
4330,2
11721,0
8736,0
14983,0
140,0
7738,0
5777,0
10416,0
8471,0
9838,0
11703,1
3187,0
1226,0
14108,0
6593,1
609,2
11518,0
9557,0
2906,0
6152,0
4463,0
11237,0
8252,0
760,1
12778,0
13889,0
3736,0
14483,0
7254,0
5293,0
8588,2
12067,0
15569,0
13608,0
742,0
6973,0
5012,0
5259,1
10762,0
9057,0
15288,0
12319,0
2422,0
461,0
1572,0
12033,1
2669,1
6098,0
9903,0
4546,1
3252,0
1291,0
6754,0
4793,0
13405,0
12184,2
674,2
2564,2
11583,0
9622,0
15085,0
13124,0
2971,0
6473,0
4512,0
5639,0
2354,2
10278,0
14804,0
4057,0
1072,0
7319,0
5614,0
15051,1
9403,0
12905,0
2752,0
6270,0
4309,0
8786,2
6421,2
2064,2
11083,0
9122,0
12624,0
2487,0
3598,0
1893,0
10466,2
8505,2
11666,1
11913,0
10208,0
15431,0
588,0
6819,0
9520,2
924,2
6387,2
10864,0
8919,0
15150,0
13189,0
15221,4
307,0
6538,0
7905,0
5944,0
10599,0
8638,0
9749,0
14275,0
3098,0
7624,0
12117,2
3505,2
11429,0
9724,0
14931,0
12970,0
2817,0
88,0
6335,0
4374,0
5741,0
14241,1
15267,2
11148,0
8419,0
14650,0
12689,0
3919,0
1958,0
7421,0
3055,1
5460,0
11898,2
13368,2
12234,0
9249,0
13791,0
7140,0
4155,0
10929,0
8968,0
13350,1
12486,0
2333,0
14447,0
1739,0
7970,0
11768,1
10648,0
10070,0
13316,0
1458,0
5223,1
11750,0
8765,0
14996,0
13291,0
2114,0
7767,0
5806,0
10445,0
8484,0
14121,0
3968,0
1255,0
7486,0
5525,0
12148,2
567,2
9570,0
12816,0
2935,0
5340,1
6181,0
4476,0
2062,2
4723,1
11250,0
8265,0
12551,0
13918,0
3765,0
1804,0
7267,0
5306,0
14325,2
10135,0
15598,0
13637,0
3484,0
755,0
9518,2
906,2
9086,0
15317,0
2179,0
1585,0
7816,0
6127,0
14035,2
10510,0
9916,0
3265,0
1304,0
6783,0
4822,0
1567,1
8364,1
872,2
11596,0
9635,0
15098,0
13137,0
2984,0
15,0
4541,0
5652,0
10291,0
8330,0
14817,0
13983,0
4086,0
13119,1
5627,0
9416,0
15663,0
13702,0
2781,0
820,0
5186,1
4322,0
7051,0
1067,1
5593,1
15231,2
11960,1
11096,0
9151,0
14358,0
12653,0
2500,0
3611,0
11359,1
2747,1
5152,0
11942,0
10237,0
15444,0
3330,0
601,0
6832,0
4887,0
11661,0
8932,0
15163,0
13202,0
320,0
6567,0
7934,0
5973,0
2039,2
8651,0
9762,0
3127,0
1166,0
7653,0
6533,1
3534,2
11442,0
9481,0
14944,0
12999,0
2846,0
117,0
6348,0
4387,0
5754,0
2229,2
15280,2
8051,2
8432,0
11161,0
12718,0
13829,0
3932,0
1971,0
7178,0
5473,0
14679,0
7585,2
12263,0
9278,0
15509,0
2627,0
666,0
7153,0
4168,0
9685,2
3034,2
10958,0
8997,0
14460,0
12499,0
1752,0
7999,0
6038,0
14017,2
7382,2
10677,0
10083,0
3432,0
1487,0
6694,0
870,2
8778,0
182,0
5819,0
4955,1
11322,1
10458,0
5131,2
8497,0
14150,0
3997,0
1268,0
7499,0
5538,0
6635,1
580,2
11288,0
12845,0
2692,0
987,0
6194,0
4233,0
3195,1
11023,0
8294,0
14525,0
5072,1
3778,0
1817,0
7280,0
5335,0
10406,2
10591,2
13931,0
14082,2
14267,2
7616,2
10148,0
15611,0
13650,0
512,0
6398,2
8843,0
15330,0
12345,0
503,0
1614,0
7845,0
3479,1
2021,2
14048,2
10523,0
11890,0
9929,0
14215,0
3294,0
1333,0
7564,0
4835,0
469,1
13783,2
11609,0
9648,0
14871,0
13166,0
3013,0
28,0
4554,0
5665,0
12293,2
8033,2
10304,0
14846,0
1114,0
7345,0
11838,2
9877,2
12023,2
3411,2
15676,0
13715,0
4351,0
11125,0
9164,0
14371,0
2513,0
3624,0
1679,0
4934,1
8166,0
4317,1
8476,2
9843,2
11708,1
3192,2
11955,0
9994,0
6614,1
15457,0
630,0
6861,0
4900,0
9377,2
1901,1
14337,1
5147,1
11674,0
8945,0
15176,0
13231,0
349,0
6580,0
7691,0
3581,1
5986,0
8664,0
14317,0
7666,0
4681,0
12072,2
11208,1
14973,0
2859,0
5264,1
6361,0
4400,0
14283,1
11190,0
8205,0
14692,0
12731,0
13842,0
3945,0
7207,0
4629,2
12276,0
9291,0
15522,0
2640,0
4197,0
9010,0
1534,1
12512,0
2375,0
414,0
1781,0
8012,0
6051,0
13799,1
10690,0
11801,0
10096,0
13358,0
1500,0
6707,0
2341,1
4746,0
812,2
7043,2
11520,0
8807,0
15038,0
13077,0
2156,0
195,0
7793,0
3427,1
5832,0
14421,2
3674,2
10487,0
5144,2
14757,0
14163,0
4010,0
1025,0
7512,0
13299,1
7775,1
11317,0
12858,0
2705,0
6223,0
4262,0
15226,2
15155,2
11036,0
8307,0
14538,0
12577,0
11283,1
3807,0
1846,0
8077,0
5348,0
13944,0
3190,2
14280,2
8890,1
10161,0
13679,0
3526,0
7028,0
2909,2
10817,0
8856,0
15359,0
12374,0
2221,0
260,0
1627,0
7858,0
5897,0
763,1
5033,1
2034,2
14918,1
10536,0
9958,0
10799,1
3307,0
1346,0
7577,0
4848,0
9341,2
1593,1
14228,0
6135,1
4160,2
9677,0
11638,0
13179,0
3026,0
41,0
6272,0
4583,0
5694,0
14884,0
12306,2
8062,2
7991,2
8372,0
10333,0
4142,1
3856,0
1143,0
7374,0
14009,0
9890,2
14418,1
12187,0
13728,0
2567,0
5228,1
7093,0
4108,0
15239,4
9177,0
12439,0
2542,0
1692,0
8179,0
13278,1
10023,0
15486,0
13525,0
3372,0
1411,0
6874,0
9591,2
794,2
6257,2
2940,2
979,2
8718,0
15205,0
4728,1
362,0
7704,0
6015,0
3585,2
8693,0
9804,0
11669,1
3153,0
1192,0
7439,0
4710,0
14330,0
13457,2
13025,0
2872,0
4429,0
10796,2
8218,0
14705,0
13871,0
3718,0
2013,0
7220,0
10586,2
14278,2
15551,0
13590,0
708,0
6939,0
4210,0
6507,2
10984,0
9039,0
15341,4
12541,0
2388,0
427,0
1538,0
6064,0
10719,0
5376,2
242,1
11830,0
13371,0
3218,0
1513,0
6720,0
4775,0
13778,2
2601,2
15668,2
11549,0
8820,0
13090,0
2169,0
6455,0
4494,0
5861,0
4741,1
7973,2
11364,1
4039,0
1054,0
7541,0
5580,0
15017,1
3422,2
4892,2
12887,0
2734,0
773,0
6236,0
4275,0
11049,0
9088,0
13470,1
12606,0
2453,0
3820,0
1859,0
5114,1
5361,0
8090,0
9854,2
14567,0
12151,0
10190,0
13692,0
3539,0
554,0
6785,0
13939,1
10846,0
8885,0
15116,0
12387,0
2234,0
273,0
1640,0
7887,0
5926,0
13905,2
10565,0
9971,0
3320,0
1375,0
7606,0
4621,0
6989,2
687,2
11395,0
9690,0
14897,0
12936,0
70,0
6301,0
4596,0
5707,0
10778,2
8004,2
2614,1
8385,0
10346,0
14038,0
3885,0
1924,0
7387,0
10497,2
14616,0
9231,0
13757,0
2580,0
7106,0
4121,0
8799,2
2148,2
10911,0
9206,0
14413,0
12452,0
2555,0
3666,0
1705,0
4960,1
7936,0
5630,2
10630,0
11997,0
10036,0
6640,1
13538,0
6903,0
5189,1
9348,2
992,2
6215,2
11716,0
15218,0
13257,0
135,0
6622,0
7733,0
5772,0
3614,2
10411,0
8450,0
14103,0
3182,0
1221,0
7452,0
11929,2
3333,2
7020,2
11497,0
13054,0
6147,0
4442,0
15166,2
508,2
11216,0
8247,0
14478,0
12773,0
11479,1
3731,0
13884,0
7233,0
8583,2
12332,1
4840,2
474,1
12062,0
13603,0
2682,0
721,0
6952,0
5007,0
15564,0
6520,2
10757,0
9052,0
13418,1
12298,0
2401,0
15283,0
8054,0
6093,0
10732,0
13384,0
3247,0
1286,0
6749,0
4788,0
669,2
11562,0
9601,0
15064,0
2966,0
237,0
4507,0
5874,0
8171,2
8552,0
14799,0
14205,0
7298,0
9398,0
1906,1
12900,0
15629,0
786,0
6249,0
4288,0
2059,2
11078,0
9117,0
14580,0
12619,0
2466,0
3833,0
1872,0
8119,0
11325,1
7431,2
11908,0
10203,0
15410,0
13449,0
3552,0
583,0
6814,0
5109,0
990,2
919,2
10859,0
8898,0
14288,1
15129,0
2263,0
302,0
7900,0
5939,0
5075,1
10578,0
8617,0
9728,0
14270,0
3093,0
1388,0
7619,0
4634,0
7002,2
11408,0
9719,0
14926,0
12965,0
3068,0
83,0
6314,0
4353,0
3315,1
5720,0
11143,0
8414,0
13804,1
14645,0
14051,0
3898,0
1937,0
5455,0
10711,2
4591,1
9244,0
2593,0
7135,0
4150,0
6518,2
11788,1
10924,0
8963,0
12465,0
2312,0
3695,0
1734,0
7965,0
8346,2
10643,0
13304,1
13567,0
3414,0
1453,0
6660,0
2797,2
11729,0
8744,0
14991,0
13286,0
2109,0
148,0
7746,0
5785,0
4921,1
8479,0
14116,0
1234,0
5504,0
3531,2
12564,1
9565,0
12811,0
2914,0
6160,0
4471,0
11677,2
2297,2
12379,2
11245,0
8260,0
12786,0
5054,1
3744,0
1799,0
7262,0
5301,0
9778,2
12075,0
10114,0
15577,0
13616,0
6140,1
750,0
6981,0
901,2
12928,2
10770,0
9065,0
12327,0
2430,0
1580,0
7811,0
6106,0
7379,2
10745,0
9911,0
13413,0
3260,0
1299,0
6762,0
4801,0
2572,2
867,2
11591,0
9630,0
15093,0
13132,0
2979,0
250,0
6481,0
4520,0
5647,0
12174,1
10286,0
8325,0
14812,0
13962,0
4065,0
5622,0
6463,1
6710,2
12666,1
9411,0
15642,0
12913,0
2760,0
7046,0
2072,2
11091,0
9130,0
2495,0
3606,0
8132,0
10216,0
15439,0
13478,0
596,0
6827,0
4866,0
932,2
6395,2
10872,0
3140,1
8927,0
13197,0
2276,0
315,0
6546,0
15158,0
5952,0
14541,2
10607,0
8646,0
9757,0
3106,0
1401,0
7632,0
12125,2
11437,0
1984,1
12978,0
2825,0
96,0
6343,0
4382,0
5749,0
14249,1
14939,0
11156,0
8427,0
14658,0
12697,0
14064,0
3927,0
7173,0
8578,2
10724,2
3239,2
9257,0
15488,0
2622,0
661,0
7148,0
12679,1
7395,1
6460,2
10937,0
8976,0
14455,0
12494,0
1747,0
6017,0
10656,0
11783,0
10078,0
13324,0
1466,0
5231,1
11758,0
8773,0
15004,0
2122,0
161,0
6648,0
12005,1
5814,0
12611,2
10453,0
14129,0
3976,0
1263,0
7494,0
5533,0
12156,2
575,2
9578,0
12824,0
2943,0
6189,0
4228,0
2070,2
12392,2
2255,2
12122,1
11258,0
8273,0
14504,0
12559,0
3773,0
1812,0
7275,0
14333,2
7426,2
10143,0
15606,0
13645,0
3492,0
6994,0
9526,2
11400,2
8838,0
15325,0
12340,0
482,0
7824,0
11206,2
5015,1
12676,2
10518,0
5447,2
9924,0
13426,0
3273,0
1312,0
7559,0
4830,0
880,2
11604,0
9643,0
14850,0
13145,0
2992,0
23,0
6510,0
4549,0
5660,0
9458,1
10299,0
8338,0
14825,0
13991,0
4094,0
1109,0
7340,0
5379,0
11817,2
4762,2
11385,0
9424,0
15671,0
13710,0
5194,1
828,0
13957,1
11104,0
9159,0
14366,0
12661,0
2508,0
11367,1
8145,0
11950,0
9989,0
15452,0
13491,0
3338,0
6840,0
4895,0
12803,2
8940,0
15171,0
13210,0
2289,0
328,0
6575,0
7686,0
5981,0
11484,1
2047,2
10620,0
8659,0
9770,0
14296,0
3135,0
1174,0
7661,0
4676,0
12138,2
557,2
12744,1
9489,0
14952,0
13007,0
2854,0
125,0
6356,0
4395,0
8059,2
8440,0
11169,0
12726,0
13837,0
3940,0
1979,0
7186,0
5481,0
14687,0
11848,2
12271,0
9286,0
15517,0
2635,0
7161,0
4176,0
9005,0
12507,0
393,0
8007,0
6046,0
10349,2
7390,2
10685,0
11796,0
10091,0
13337,0
3440,0
1495,0
878,2
807,2
14770,1
11771,0
13056,0
190,0
7788,0
5827,0
13319,1
4963,1
11330,1
8124,2
5139,2
14158,0
4005,0
1276,0
7507,0
5546,0
6643,1
11296,0
12853,0
2700,0
6202,0
4241,0
2268,2
11031,0
8302,0
14533,0
5080,1
3786,0
1825,0
7288,0
5343,0
8453,2
4655,2
15363,0
13658,0
7023,0
10812,0
8851,0
15338,0
12353,0
2200,0
511,0
1622,0
7853,0
5892,0
2029,2
14056,2
10531,0
9937,0
14223,0
3302,0
1341,0
7572,0
4843,0
11617,0
14879,0
13174,0
3021,0
36,0
4562,0
5673,0
4809,1
12200,1
3700,2
10312,0
8367,0
14004,0
3851,0
1122,0
7353,0
2987,1
9885,2
11846,2
3419,2
9453,0
13723,0
2802,0
841,0
7072,0
4103,0
11133,0
9172,0
1424,1
12418,0
2521,0
4942,1
1687,0
8174,0
14379,0
4325,1
9851,2
7301,2
11963,0
10002,0
15465,0
13504,0
3367,0
638,0
6869,0
4908,0
9385,2
11275,2
5155,1
789,2
11682,0
8953,0
15184,0
357,0
6588,0
7699,0
5994,0
14496,2
10377,0
8672,0
9799,0
1187,0
7674,0
4689,0
12080,2
570,2
6801,2
13020,0
2867,0
5272,1
6369,0
4408,0
10862,2
10791,2
2250,2
11198,0
8213,0
14700,0
12739,0
13850,0
3953,0
1992,0
7215,0
5254,0
12284,0
440,1
9299,0
13569,0
2648,0
703,0
6934,0
4205,0
15530,0
10979,0
9018,0
15249,0
12520,0
2383,0
422,0
1789,0
8020,0
6059,0
8401,2
14054,2
7332,2
10698,0
10104,0
11809,0
13366,0
3213,0
1508,0
6715,0
4754,0
11528,0
8815,0
13085,0
203,0
6434,0
7801,0
5840,0
10495,0
8534,0
14765,0
14171,0
4018,0
1033,0
7520,0
13307,1
12866,0
2713,0
1008,0
6231,0
4270,0
11044,0
8315,0
14546,0
12585,0
2432,0
3815,0
1854,0
8085,0
5356,0
8466,2
9833,2
10612,2
4668,2
10169,0
12130,0
13687,0
15376,0
549,0
7036,0
15561,4
10825,0
8864,0
15111,0
12382,0
268,0
1635,0
7866,0
5905,0
14494,2
2042,2
8599,0
9966,0
1354,0
4856,0
12078,2
12684,1
11646,0
14892,0
12931,0
49,0
5702,0
10341,0
8380,0
14611,0
3864,0
1151,0
5421,0
9898,2
14426,1
9466,0
13736,0
5236,1
7101,0
4116,0
1117,1
11763,2
2143,2
7780,2
9185,0
10890,0
12447,0
2550,0
3661,0
1700,0
8187,0
14728,2
7314,2
10031,0
13533,0
3380,0
1419,0
6882,0
15645,2
9599,2
11711,0
8726,0
13252,0
370,0
6601,0
7712,0
5767,0
5150,2
8701,0
3161,0
1200,0
7447,0
7015,2
9531,0
13033,0
935,0
4437,0
10804,2
2192,2
11211,0
8226,0
14713,0
5020,1
3726,0
13879,0
5267,0
12041,0
9312,0
15559,0
13598,0
2677,0
6947,0
4218,0
5489,1
6515,2
10992,0
9047,0
15278,0
2396,0
435,0
1546,0
6072,0
8359,2
13996,2
3843,2
10727,0
5384,2
13379,0
3226,0
1521,0
6728,0
4783,0
7064,2
11557,0
8828,0
1080,1
13098,0
2945,0
15059,0
4502,0
5869,0
7981,2
11372,1
8547,0
14184,0
4047,0
15025,1
7549,0
5588,0
6429,1
13496,2
3359,2
12632,1
12895,0
2742,0
781,0
6244,0
4283,0
11057,0
14575,0
12614,0
2461,0
3828,0
1867,0
8098,0
5369,0
9791,2
12159,0
10198,0
13444,0
3547,0
562,0
6793,0
13947,1
9581,2
969,2
13012,2
10854,0
8893,0
15124,0
12395,0
2242,0
281,0
1648,0
7895,0
5934,0
11261,2
10573,0
9979,0
3072,0
1383,0
7614,0
695,2
11403,0
9698,0
1966,1
12944,0
3063,0
78,0
6309,0
4604,0
5715,0
14905,0
10971,2
10354,0
8393,0
14624,0
14046,0
3893,0
1932,0
5434,0
4817,2
9239,0
13765,0
2588,0
7114,0
4129,0
6497,2
10919,0
9214,0
12460,0
2307,0
4968,1
1713,0
7944,0
10302,2
5382,2
10638,0
5567,2
10044,0
13546,0
3393,0
1432,0
5197,1
9356,2
1000,2
11724,0
8739,0
13265,0
143,0
7741,0
5780,0
10419,0
8458,0
9825,0
14111,0
1229,0
4731,0
15368,2
11505,0
13926,1
12806,0
5314,1
6155,0
4450,0
11224,0
8255,0
14486,0
12781,0
11487,1
3739,0
13892,0
7241,0
5280,0
8591,2
12070,0
15572,0
13611,0
729,0
2841,2
10765,0
15291,0
2409,0
1575,0
6101,0
14603,2
3255,0
1294,0
6757,0
4796,0
677,2
11570,0
9609,0
15072,0
13127,0
2974,0
245,0
6476,0
4515,0
5882,0
14384,2
7994,2
10265,0
8560,0
14807,0
4060,0
1075,0
7306,0
5601,0
11968,2
9406,0
1914,1
12908,0
2755,0
5160,1
14773,1
4296,0
8789,2
15637,0
13244,2
2067,2
11086,0
9125,0
12627,0
2474,0
11333,1
1880,0
11916,0
10211,0
15418,0
3560,0
591,0
6822,0
5117,0
9594,2
9523,2
998,2
927,2
10867,0
8906,0
15137,0
12408,0
310,0
6541,0
7908,0
5947,0
11203,2
5083,1
11450,1
8625,0
9736,0
3101,0
1396,0
7627,0
9304,2
7010,2
11416,0
9727,0
14934,0
12973,0
91,0
6322,0
4361,0
5728,0
11151,0
8422,0
13812,1
14653,0
14059,0
3906,0
1945,0
7408,0
5463,0
9693,1
10966,1
12237,0
9252,0
640,0
7143,0
4158,0
6526,2
208,2
10932,0
8971,0
14434,0
6702,1
2320,0
3703,0
1742,0
12203,1
5244,0
12473,0
10244,2
8539,2
3854,2
14176,2
10651,0
12018,0
10057,0
1461,0
11737,0
8752,0
14999,0
2117,0
156,0
7754,0
5793,0
4929,1
10432,0
8487,0
3971,0
1242,0
7473,0
5512,0
11278,0
9573,0
12819,0
2922,0
961,0
4479,0
2049,2
11253,0
8268,0
14499,0
12794,0
5062,1
3752,0
1807,0
7270,0
5309,0
8604,2
10122,0
15585,0
3487,0
758,0
5275,1
909,2
9073,0
2182,0
477,0
7819,0
6114,0
5497,2
9656,1
11864,0
9919,0
13421,0
3268,0
1307,0
6770,0
8041,1
875,2
14598,1
11599,0
9638,0
15101,0
13140,0
2,0
6489,0
4528,0
5655,0
2370,2
12182,1
10294,0
8333,0
14820,0
13970,0
4073,0
9419,0
15650,0
12921,0
2768,0
7054,0
8802,2
8731,2
2080,2
11099,0
9138,0
14345,0
12640,0
2503,0
1909,0
14174,2
5562,2
10224,0
15447,0
13486,0
14583,1
6835,0
4874,0
5121,1
9536,2
940,2
11648,0
8935,0
13205,0
323,0
6554,0
7921,0
5960,0
10615,0
8654,0
9765,0
14291,0
3114,0
1153,0
7640,0
4671,0
11445,0
9484,0
14947,0
12986,0
2833,0
104,0
6351,0
4390,0
5757,0
11164,0
8435,0
14666,0
12705,0
1974,0
7181,0
5476,0
14913,1
11843,2
12250,0
9265,0
15496,0
13807,0
2630,0
7156,0
4171,0
7403,1
6468,2
10945,0
8984,0
12502,0
2349,0
388,0
1755,0
7986,0
6025,0
4052,2
15046,1
10664,0
11791,0
10086,0
13332,0
3435,0
1474,0
6681,0
9469,2
2562,2
857,2
5239,1
11766,0
8781,0
2130,0
169,0
6400,0
7783,0
5822,0
10461,0
8500,0
14731,0
14137,0
3984,0
1271,0
7502,0
5541,0
11291,0
9586,0
2695,0
6197,0
2078,2
12400,2
11010,0
8281,0
14512,0
12567,0
13934,0
3781,0
1820,0
7283,0
10393,2
10151,0
15614,0
13653,0
3500,0
5041,0
922,2
6385,2
10807,0
8846,0
15333,0
2195,0
490,0
1601,0
7832,0
6143,0
737,1
5023,1
3713,2
7400,2
10526,0
11893,0
13434,0
3281,0
1320,0
7567,0
4838,0
888,2
11612,0
9651,0
14858,0
13153,0
31,0
4557,0
5668,0
438,2
10307,0
14833,0
13999,0
3846,0
7348,0
5387,0
12161,0
9432,0
15679,0
13718,0
5202,1
4338,0
13101,2
11112,0
9167,0
12669,0
2516,0
3627,0
1666,0
8153,0
10424,2
11958,0
9997,0
15460,0
13499,0
3346,0
617,0
6848,0
4903,0
8948,0
13218,0
4718,1
336,0
6583,0
7694,0
5989,0
14491,2
11492,1
10372,0
8667,0
14304,0
3143,0
1182,0
7669,0
4684,0
12752,1
9497,0
14960,0
13015,0
2862,0
6364,0
4403,0
11177,0
8192,0
14695,0
12734,0
13845,0
3948,0
7194,0
11856,2
12279,0
9294,0
15525,0
13820,0
2643,0
682,0
6913,0
4184,0
9701,2
10974,0
9013,0
12515,0
2362,0
401,0
1768,0
6054,0
7327,2
10693,0
10099,0
11804,0
13345,0
3448,0
1503,0
4749,0
886,2
815,2
14778,1
11523,0
8794,0
1062,1
13064,0
2159,0
198,0
7796,0
5835,0
10906,2
4971,1
11338,1
10474,0
8513,0
14744,0
14166,0
4013,0
1028,0
7515,0
5554,0
11304,0
9359,0
12861,0
2708,0
1003,0
6210,0
4249,0
15229,2
11039,0
8310,0
12580,0
5088,1
3794,0
1833,0
5351,0
4663,2
10164,0
15371,0
13666,0
3513,0
5070,0
5317,1
9476,2
10820,0
8859,0
12361,0
2208,0
263,0
1630,0
7861,0
5900,0
2037,2
9945,0
3310,0
1349,0
7580,0
4851,0
4163,2
9664,0
11625,0
13182,0
3029,0
44,0
6275,0
14887,0
5681,0
3708,2
10320,0
8375,0
14606,0
14012,0
3859,0
1130,0
7361,0
2995,1
5400,0
11854,2
3242,2
5663,1
9461,0
13731,0
2810,0
849,0
7080,0
4111,0
10885,0
9180,0
14387,0
12426,0
2529,0
3640,0
1695,0
4950,1
8182,0
8492,2
14723,2
10010,0
6630,1
15473,0
1414,0
6877,0
5163,1
797,2
8705,0
15192,0
13247,0
365,0
7707,0
6002,0
10385,0
8680,0
1195,0
4697,0
12088,2
2875,0
914,0
6377,0
4416,0
2187,2
3458,1
8221,0
12747,0
11453,1
3961,0
2000,0
7223,0
13858,0
14708,0
9060,1
12036,0
15538,0
13577,0
2656,0
6942,0
4213,0
10987,0
9026,0
13392,1
12528,0
2391,0
430,0
1541,0
15257,0
6067,0
14062,2
10706,0
13374,0
3221,0
1516,0
6723,0
13781,2
7130,2
7059,2
11536,0
8823,0
15054,0
13093,0
2172,0
211,0
6442,0
4481,0
5848,0
11799,1
3619,2
10247,0
8542,0
14179,0
4026,0
1041,0
7528,0
5583,0
177,1
3409,2
14588,1
10469,1
2721,0
1016,0
5142,1
4278,0
6239,0
12874,0
11052,0
9091,0
14554,0
12593,0
2440,0
3823,0
1862,0
8093,0
5364,0
9841,2
6205,1
10177,0
15384,0
13695,0
3542,0
6788,0
11265,2
10833,0
8872,0
15119,0
12390,0
2237,0
276,0
1643,0
4642,1
5913,0
7874,0
14502,2
10552,0
2820,1
9974,0
14244,0
3323,0
1362,0
7593,0
4608,0
12086,2
12692,1
11398,0
14900,0
12939,0
3042,0
57,0
6288,0
4599,0
5710,0
10781,2
15236,2
1760,2
8388,0
14619,0
14025,0
14230,1
1927,0
5429,0
39,1
9218,0
13744,0
2583,0
7109,0
4124,0
2151,2
10898,0
9193,0
6668,1
2558,0
3669,0
1708,0
7939,0
12455,0
14736,2
13294,1
10039,0
13541,0
1427,0
6890,0
9351,2
995,2
11719,0
8734,0
13260,0
6609,0
7720,0
5775,0
12572,2
10414,0
6168,1
11685,1
3169,0
1208,0
14090,0
6591,1
10156,2
520,2
11500,0
9539,0
13041,0
2888,0
6150,0
4445,0
11219,0
8234,0
13624,1
12760,0
5028,1
3734,0
14465,0
7236,0
14294,2
12049,0
9320,0
1588,1
13606,0
2685,0
724,0
6955,0
15567,0
6523,2
11000,0
9055,0
15286,0
12301,0
2404,0
1554,0
6080,0
5392,2
13387,0
3234,0
1529,0
6736,0
12253,2
11565,0
9604,0
1088,1
15067,0
2953,0
224,0
6471,0
4510,0
5877,0
7989,2
3632,2
11380,1
10260,0
8555,0
14786,0
14192,0
4055,0
1070,0
5596,0
11346,0
15616,0
8140,1
2750,0
12903,0
4291,0
13239,2
11065,0
9104,0
12622,0
2469,0
1875,0
8106,0
14734,2
3148,2
2284,1
10206,0
11911,0
15413,0
3555,0
9589,2
2938,2
977,2
8901,0
15132,0
289,0
1656,0
7903,0
5942,0
5325,2
10581,0
8620,0
9731,0
14257,0
3080,0
1391,0
7622,0
4637,0
518,2
11411,0
9706,0
12952,0
3071,0
6317,0
4356,0
5723,0
10794,2
10362,0
14632,0
12687,0
3901,0
5442,0
12216,0
9247,0
13773,0
2596,0
891,0
7122,0
4137,0
2164,2
8966,0
14429,0
12468,0
2315,0
3682,0
1721,0
4976,1
7952,0
8349,2
5390,2
15012,1
10646,0
5575,2
12013,0
13554,0
3401,0
1440,0
6663,0
5205,1
9364,2
14978,0
13273,0
2096,0
151,0
7749,0
5788,0
14361,2
10427,0
12832,1
4236,1
14119,0
1237,0
13255,1
5507,0
11945,2
3349,2
11513,0
9552,0
12814,0
2917,0
5322,1
6163,0
4458,0
12096,1
11232,0
8263,0
12789,0
3747,0
7249,0
5288,0
10544,2
14236,2
10117,0
13619,0
3466,0
6968,0
6280,2
10773,0
9068,0
12314,0
2417,0
456,0
1583,0
7814,0
6109,0
10748,0
3000,1
11859,0
13400,0
3263,0
1302,0
6765,0
12195,2
2575,2
11578,0
9617,0
13135,0
2982,0
253,0
6484,0
4523,0
5634,0
14392,2
8002,2
10273,0
14815,0
13965,0
1083,0
5609,0
219,1
11976,2
14374,1
11375,0
9414,0
12916,0
2763,0
802,0
5168,1
4304,0
6265,0
1049,1
2146,2
2075,2
11094,0
9133,0
14340,0
12635,0
2482,0
3593,0
1888,0
8135,0
11341,1
9812,2
10219,0
15426,0
13465,0
3568,0
6830,0
4869,0
9346,2
2880,2
8914,0
15145,0
13184,0
2279,0
318,0
6549,0
5955,0
5091,1
11458,1
7228,2
8633,0
9744,0
10594,0
14286,0
3109,0
