stu,cluster
1451,26
441,14
1401,1
1130,26
1809,26
1404,26
1762,26
1049,16
1691,26
1009,6
2335,26
2051,28
1232,26
2325,16
2693,26
2967,26
1864,26
2575,26
2140,17
3189,26
472,7
1303,11
2508,26
1325,26
3088,29
426,15
1944,1
1047,6
2659,26
1839,26
3106,26
1254,19
3069,29
1120,19
1266,14
2467,10
2677,29
1106,26
3023,1
1380,26
3270,2
1553,22
2576,26
1738,26
998,27
1649,26
2012,26
2878,1
1642,11
3161,30
1606,29
2175,26
1006,26
1547,20
1840,26
846,14
266,2
2856,3
2488,29
551,26
1565,19
2092,26
1183,26
2724,26
2413,29
1815,26
3082,26
1637,22
1269,12
738,27
3045,29
1951,1
3208,1
1356,26
435,26
2086,28
421,19
1714,26
2776,3
3236,12
1631,20
1596,26
575,8
1572,19
2151,26
3298,11
3279,31
2783,26
1871,1
2452,10
883,12
501,7
2564,29
588,20
2567,0
455,15
578,30
82,27
1773,26
763,6
2393,26
3243,26
988,27
1285,27
1655,26
917,17
2529,29
2789,1
704,29
939,12
2629,29
3196,26
2123,30
152,4
3308,24
1448,27
326,26
2610,0
23,30
2759,26
948,20
217,6
1908,1
2196,30
862,11
285,26
838,16
396,3
2431,10
3135,1
2023,26
2900,3
850,15
1149,20
2854,3
3058,29
680,29
369,26
1607,29
1458,20
797,16
2064,12
1001,26
1979,1
2255,30
341,5
1306,19
2774,3
2974,12
542,26
2446,30
2910,20
1432,26
2219,29
3008,12
1257,11
1075,12
1806,26
1899,1
125,26
2912,29
5,5
2298,26
2977,26
743,27
2227,26
2373,7
656,29
2481,29
2891,3
2845,3
977,26
585,26
2142,26
970,11
2400,26
2934,22
1217,26
1491,26
2044,28
3032,26
135,18
1849,26
1134,12
678,22
3157,6
518,26
2493,26
2811,3
2101,26
782,16
1408,26
2743,16
1272,26
616,19
1646,26
248,13
2321,26
1545,19
2203,26
2534,29
267,2
178,14
1958,1
3104,6
203,26
561,26
1020,6
1282,26
532,26
825,16
2750,26
1146,26
1110,12
1514,19
2616,26
197,20
2876,1
1878,1
1382,26
943,12
2014,26
2709,26
2802,3
113,0
3323,18
866,11
1508,17
1055,17
709,26
2250,26
2161,26
1341,26
591,26
2882,26
3067,26
2315,17
924,17
2478,10
1539,22
3129,11
418,20
882,26
1949,1
811,26
1825,19
2441,30
2935,3
175,14
1443,26
2984,26
2323,30
1801,26
1051,26
1754,26
1683,26
1551,19
6,17
2941,26
2959,26
67,5
1869,1
252,31
1598,26
1856,26
327,26
845,14
2240,19
959,26
1277,11
2226,26
2411,26
3080,29
1998,21
2565,0
3043,26
1749,7
665,22
2454,10
2701,11
3098,26
3061,29
1419,26
1098,26
1372,26
1027,26
1730,26
1641,26
1622,20
3102,6
2285,26
487,7
2559,26
610,22
2917,26
2497,10
2080,30
228,31
2535,29
1206,0
1832,26
2108,17
543,26
1169,20
604,20
2948,22
1175,26
2716,26
2627,26
1789,26
1807,26
2830,22
3074,26
3037,29
508,16
659,29
716,26
805,6
1348,26
1977,1
2800,26
1706,26
1252,11
46,5
2448,30
240,1
440,14
367,6
974,26
2330,30
1808,26
3303,4
2426,10
1996,9
3133,26
145,18
1008,6
1897,1
519,26
62,20
1133,26
447,15
1407,26
2674,26
2692,26
2603,26
2766,1
74,27
1765,26
755,22
1052,0
1647,26
