stu,cluster
2097,0
2576,35
2650,54
2850,11
2122,24
2161,35
2604,30
2147,16
26,44
1635,35
1436,35
614,35
1041,24
1904,0
1177,35
2491,35
2092,35
1772,15
2552,51
427,36
2849,35
1926,0
1009,63
171,27
1249,63
1302,35
238,17
114,35
1200,42
1346,9
1310,35
2903,11
3036,35
2982,35
439,1
683,21
2025,18
2777,35
1611,51
1839,35
1969,0
2548,63
1419,35
1847,35
802,35
1230,35
2528,35
1566,18
2833,51
2482,35
196,40
2357,59
1623,52
2458,8
1257,16
1534,51
1889,0
1046,63
1485,0
2126,54
350,26
744,12
1440,52
708,18
1278,52
326,35
3141,26
424,39
2574,35
355,58
2179,57
2934,13
1770,39
1456,35
1530,54
1830,35
855,35
2048,6
2504,51
660,51
668,51
782,63
1396,63
2,62
807,13
1732,14
2387,24
372,42
1954,0
2655,52
1376,35
254,50
844,22
972,35
476,24
1750,35
1330,35
2206,0
3220,35
527,35
3117,26
677,13
3228,35
998,12
1556,18
1206,42
1995,25
2207,35
2305,63
1327,52
1791,14
3033,51
1867,35
582,21
3004,33
1640,18
937,63
2383,36
2720,35
1258,35
2227,21
3094,35
2728,35
180,22
1708,14
2659,54
3288,27
649,9
84,39
1787,35
2167,57
2044,5
2135,16
2428,30
564,35
1741,35
1760,15
396,58
470,17
714,13
1600,51
3021,15
2236,35
3304,10
518,35
2244,35
3258,10
764,13
1939,0
604,57
644,42
239,22
1767,14
3009,35
3148,26
2301,63
2598,63
3015,13
141,16
1320,52
1066,15
2346,59
1661,35
3309,41
2117,2
3131,35
2727,35
2993,11
499,36
3329,4
193,15
3285,49
2120,24
1778,35
547,35
3248,35
954,35
555,35
1989,25
2647,35
1937,35
962,35
930,24
2541,52
198,58
3024,18
3062,35
847,22
1918,0
2136,39
3069,51
966,63
1084,35
1360,33
1491,35
1092,35
2315,24
282,16
356,63
1849,35
2465,30
1499,35
3168,35
1924,0
71,35
897,56
1800,14
1857,35
3176,35
1567,18
1453,35
478,35
2922,13
2155,35
2851,11
12,24
2501,51
2306,35
1433,15
2937,21
2738,30
1982,35
2310,63
2026,25
388,16
2684,35
945,35
820,51
983,26
1373,35
514,24
1983,0
43,39
3201,35
1003,63
1638,21
535,52
665,13
1072,54
1048,63
2345,13
3175,35
2827,11
633,63
686,51
1222,33
1903,0
2538,51
288,44
694,51
2709,35
1340,52
2717,35
1454,52
6,17
2496,30
2019,35
788,35
699,21
2002,25
1696,14
2107,59
1402,35
406,16
2439,24
1134,33
68,44
381,35
3246,35
2808,11
885,56
133,35
2045,6
172,2
784,63
1207,42
490,16
1582,18
2217,35
829,22
1826,13
1024,63
528,52
3298,56
1691,35
166,4
723,51
1755,14
524,0
1077,54
637,52
1812,63
2746,35
731,51
2472,30
2895,11
366,26
2754,35
2204,0
46,2
431,17
453,4
2144,59
3157,26
772,51
1808,35
779,35
2172,54
2784,11
1872,0
3058,51
3269,28
2578,23
545,21
2815,11
837,63
2887,35
3096,51
3002,33
3245,35
109,46
2270,35
223,58
830,22
3010,33
1720,35
1316,35
89,2
646,51
1057,35
2376,54
2871,11
1065,35
3278,4
2750,54
2737,35
3165,35
3315,1
158,39
471,36
1786,14
865,54
1236,35
2795,63
1594,35
1244,35
2926,13
2067,56
215,35
1580,18
2036,7
309,42
277,17
3072,35
410,57
581,35
