stu,cluster
825,82
293,39
1400,37
2807,29
2387,5
1187,73
3187,44
412,46
947,22
2084,35
343,27
3210,93
679,40
2057,7
413,73
566,49
1212,54
2089,73
203,64
827,16
2240,43
591,73
260,25
869,64
2461,99
2336,73
3243,44
1891,37
2878,1
1107,73
3285,20
1899,37
2155,73
1225,54
485,13
2984,73
145,88
1250,22
1565,98
2661,85
2313,5
2222,73
562,52
1797,31
2018,19
2417,73
2070,13
2871,29
116,33
3049,73
338,39
1409,73
2586,39
257,11
2292,4
3163,93
245,57
464,38
2850,29
1425,73
2446,5
1924,37
1502,73
1067,73
2344,0
2569,54
1128,73
2577,54
3129,78
2158,73
2747,73
2713,73
1436,49
461,13
1258,49
1293,35
1329,73
1611,40
584,0
656,40
2891,28
2488,36
533,73
2991,73
1184,73
1572,98
1166,73
581,98
1816,73
677,4
1466,21
3102,64
2633,73
1741,49
1909,37
238,35
1161,5
1070,73
2826,29
596,27
112,3
2473,99
2055,7
2609,33
1347,40
1493,73
1736,73
251,5
1135,73
1318,44
1691,73
3069,40
1577,98
2463,36
3174,85
3062,73
978,73
924,13
2189,73
411,98
620,73
1852,19
253,91
1656,73
2250,73
1,24
399,22
1692,31
2936,29
1753,31
2205,73
2098,5
2594,40
1778,49
303,33
273,22
882,73
1839,73
1453,73
794,13
1243,64
2726,73
2692,73
750,48
1048,82
511,19
2170,73
462,38
778,82
2741,73
783,82
1430,1
3103,64
2791,73
2204,37
813,1
2596,73
1373,73
895,78
1304,37
1178,73
1803,61
2646,73
408,13
3293,56
2851,29
1389,73
2266,80
2447,5
3001,35
680,4
1729,31
1621,25
3248,44
1490,54
332,97
497,38
2113,22
3217,73
1350,1
2138,22
819,4
837,82
1244,73
1562,98
3087,73
2496,9
3072,73
1511,22
2798,29
3260,88
2016,1
1669,73
1670,73
2472,34
2953,98
2665,85
295,6
542,29
1114,73
2517,35
946,16
2504,40
3317,10
532,19
110,3
3026,85
722,52
2010,15
2668,85
764,4
892,49
3315,92
2123,5
1981,73
2827,29
1590,73
3220,73
1705,31
288,30
1782,31
1730,49
1969,37
424,3
13,79
160,88
1655,73
2821,19
3,73
2774,29
2408,49
2236,49
665,4
991,82
2023,1
211,27
1406,29
2908,40
3115,64
1889,37
2770,73
1897,37
3234,5
315,73
686,40
376,73
2766,37
3287,8
42,12
1681,31
1775,61
1758,31
430,32
2674,73
3245,73
2971,22
1198,54
1328,49
904,78
1588,13
1206,54
640,19
515,43
1142,46
495,38
2407,49
1922,37
3298,78
1393,49
187,27
2830,4
3165,73
1480,21
2200,13
1069,93
210,43
121,73
1770,13
1832,19
2799,29
3100,64
867,78
3201,85
2301,82
2563,54
767,36
950,49
1105,43
151,14
2390,93
358,27
602,39
2435,5
2257,37
1491,73
23,48
1309,82
2388,35
2139,25
2539,73
1360,22
1109,48
325,73
3137,85
1727,61
349,83
976,73
2187,73
2775,29
1939,37
12,5
2248,73
1463,85
2451,99
1947,37
2592,40
1529,22
2758,78
636,82
2598,82
158,79
1535,40
2467,99
309,33
1602,40
1451,73
264,51
2910,83
200,27
2542,73
2275,5
2739,73
1428,1
2279,17
1204,37
690,40
1371,73
2602,9
2876,37
861,49
1387,73
1976,37
2264,80
2445,5
694,4
1247,22
880,64
788,73
1984,37
2036,7
1287,17
3267,51
3067,73
1990,15
