stu,skill,crtRatio
1509,111,0.2
248,71,0.7857142857142857
332,91,0.5
3321,4,0.8571428571428571
60,11,1.0
196,61,0.15384615384615385
1933,22,0.7142857142857143
2060,85,0.5714285714285714
1325,67,0.0
17,120,0.4
376,118,0.0
2053,58,0.75
248,59,0.5882352941176471
2566,19,0.0
184,84,1.0
140,86,0.4642857142857143
1303,84,0.9230769230769231
1614,79,0.9
2459,85,1.0
2228,22,0.16666666666666666
2566,97,0.8333333333333334
2768,74,0.6666666666666666
260,30,0.5
1751,85,0.5
3123,85,0.0
1812,79,0.0
3306,72,0.55
747,114,1.0
747,29,1.0
3305,2,0.7619047619047619
3258,6,1.0
3329,62,1.0
3329,69,1.0
1513,90,0.8
231,74,0.6666666666666666
94,91,1.0
163,41,0.6666666666666666
810,121,0.3333333333333333
1989,15,0.75
157,59,0.9166666666666666
145,65,1.0
2279,76,1.0
3312,73,1.0
868,121,1.0
3285,84,1.0
573,49,0.5
383,79,0.0
2,95,0.5555555555555556
150,71,0.8888888888888888
2442,91,0.75
867,120,0.5
903,120,0.7777777777777778
2497,80,1.0
2612,112,1.0
68,118,0.6666666666666666
605,118,0.7
104,64,0.2
2141,118,0.0
2901,86,0.8
1993,97,0.6
171,112,0.75
3296,119,1.0
2708,51,0.14285714285714285
3258,72,0.8421052631578947
3303,56,0.8
245,69,1.0
67,105,0.5
3269,45,1.0
1745,85,1.0
3279,96,0.6
2478,85,1.0
211,67,0.5
3258,68,0.5
646,18,1.0
455,107,0.6363636363636364
1143,41,0.0
964,91,0.42857142857142855
342,23,0.6666666666666666
3257,61,1.0
2970,95,0.0
161,91,0.7692307692307693
794,73,1.0
952,67,0.0625
3211,76,1.0
2108,119,0.8
2682,84,0.0
144,0,1.0
3273,22,0.8
2033,50,1.0
377,84,1.0
2027,59,0.7142857142857143
718,37,0.0
2938,74,0.7777777777777778
35,38,0.5833333333333334
452,58,0.8
2141,91,1.0
2159,4,0.23076923076923078
258,51,0.8571428571428571
36,54,0.8571428571428571
171,50,1.0
3321,50,0.9
1365,85,0.0
1618,62,0.76
2666,118,0.5
2920,72,0.8
3268,76,0.7272727272727273
75,91,0.9
244,4,1.0
66,56,0.75
2933,74,0.5
1877,22,1.0
184,47,0.6666666666666666
3313,16,0.75
1298,118,1.0
155,59,1.0
233,59,0.75
3272,33,0.18181818181818182
2044,15,1.0
132,69,1.0
459,6,1.0
2572,100,1.0
2707,22,0.8
151,72,0.8181818181818182
3234,54,0.875
577,27,0.8571428571428571
3298,73,0.8333333333333334
3295,30,1.0
177,51,0.8888888888888888
2048,108,0.5
990,59,0.75
27,85,0.0
267,54,0.8888888888888888
3112,73,0.8571428571428571
3135,29,1.0
3299,118,0.7777777777777778
1515,23,1.0
1119,28,0.8333333333333334
163,17,0.2857142857142857
3287,81,0.8571428571428571
3290,64,0.7368421052631579
420,74,1.0
1469,81,1.0
155,2,0.7857142857142857
933,54,1.0
3300,86,0.7333333333333333
1001,73,0.42857142857142855
187,118,0.8518518518518519
800,116,1.0
283,67,1.0
138,24,0.8888888888888888
2514,119,1.0
260,22,1.0
261,118,0.8461538461538461
493,62,1.0
143,1,1.0
3301,72,0.6666666666666666
3329,38,0.75
360,51,1.0
10,91,1.0
2044,63,0.13333333333333333
3253,45,0.6666666666666666
523,91,1.0
356,41,0.1111111111111111
2331,119,1.0
2682,118,0.35714285714285715
917,47,1.0
149,56,0.6666666666666666
545,38,0.0
3312,81,0.75
456,53,0.8571428571428571
64,95,1.0
95,62,0.6428571428571429
60,77,1.0
2988,119,1.0
2804,74,1.0
857,5,1.0
321,66,1.0
1593,73,0.6666666666666666
1441,28,1.0
227,29,1.0
1252,119,0.8
26,28,0.5
508,93,1.0
194,51,0.6923076923076923
2027,22,1.0
3294,85,0.5555555555555556
1618,79,0.68
1286,38,0.0
579,62,0.625
370,71,0.5
1464,71,0.6
345,61,0.3333333333333333
1153,53,0.0
24,67,0.6363636363636364
259,81,1.0
3201,42,0.6363636363636364
1684,76,1.0
2637,33,0.0
426,79,1.0
1988,33,1.0
2495,85,0.75
3285,97,1.0
448,21,0.0
357,67,0.32
266,64,1.0
2168,81,0.5
2683,18,0.8
3010,4,1.0
59,81,1.0
202,33,0.44
263,59,0.6666666666666666
275,53,0.375
2138,118,0.6470588235294118
3269,99,1.0
3274,28,0.7368421052631579
2691,76,1.0
3311,48,0.0
861,99,0.0
3014,15,1.0
3278,16,0.75
1229,22,0.3333333333333333
2129,76,0.75
89,73,0.3333333333333333
441,74,1.0
2066,74,0.6666666666666666
2051,58,0.5161290322580645
142,64,0.4
88,89,0.75
233,51,1.0
2318,119,1.0
2604,121,0.3333333333333333
449,119,0.75
3288,93,0.8333333333333334
2350,86,0.0
156,71,0.7333333333333333
432,51,0.3333333333333333
93,21,1.0
242,64,0.5
2604,65,1.0
2068,54,1.0
2223,30,0.0
213,53,0.8
1541,0,0.5714285714285714
2888,22,1.0
2010,61,1.0
2159,22,0.7142857142857143
105,89,0.5
1474,25,1.0
590,33,0.14285714285714285
2032,71,0.0
2838,74,1.0
727,18,1.0
1991,33,0.8
805,118,0.6527777777777778
430,58,0.0
3306,121,0.5
154,91,0.8333333333333334
684,93,1.0
77,119,1.0
194,41,0.2
1501,76,1.0
3309,21,0.7333333333333333
248,80,1.0
1125,28,0.75
2920,37,0.7857142857142857
2826,93,1.0
2051,114,0.5
43,49,0.0
292,84,1.0
2075,118,0.7333333333333333
447,60,0.0
2102,62,1.0
3300,53,0.6842105263157895
2343,37,0.8333333333333334
65,88,1.0
888,84,0.8888888888888888
389,53,0.23529411764705882
2218,3,0.0
3267,4,0.0
132,48,1.0
1998,15,1.0
3318,44,1.0
246,86,0.5714285714285714
164,62,0.75
929,91,1.0
3256,54,1.0
856,22,0.8235294117647058
154,38,0.8571428571428571
1053,65,0.5
1056,38,0.4
398,118,0.9375
183,116,0.7619047619047619
343,61,0.4444444444444444
165,45,0.5555555555555556
389,38,0.8
2954,106,1.0
3306,92,1.0
2051,63,0.6
3134,119,0.125
3279,107,0.45
839,88,1.0
35,37,0.7837837837837838
3279,73,1.0
2450,64,0.75
3266,2,0.7
2285,37,0.0
159,56,0.8
871,121,0.0
245,90,0.8333333333333334
2129,111,0.25
2556,49,0.75
30,15,1.0
447,81,1.0
2445,91,1.0
2317,119,0.4444444444444444
169,76,0.5
3290,62,1.0
578,4,0.0
2218,65,1.0
1518,45,0.0
1688,61,0.75
198,67,0.7142857142857143
1246,29,1.0
2279,30,0.0
2350,51,0.0
3299,103,0.5
154,44,1.0
2246,58,0.0
42,87,0.8
991,30,0.6666666666666666
32,61,0.6428571428571429
1063,118,1.0
3317,76,1.0
431,119,1.0
834,54,1.0
3232,91,1.0
290,94,0.7142857142857143
190,41,0.4444444444444444
135,112,1.0
264,4,0.0
2061,29,0.4444444444444444
910,29,0.8571428571428571
1887,22,1.0
3258,2,0.5526315789473685
3259,118,1.0
3255,79,1.0
32,67,0.7142857142857143
1993,49,0.75
253,26,0.0
3300,1,0.75
2031,99,1.0
1498,114,1.0
6,28,0.6666666666666666
258,19,0.5
336,11,1.0
1992,85,1.0
3312,6,1.0
239,73,0.7692307692307693
2921,91,0.0
3262,74,1.0
272,54,0.8666666666666667
1996,18,0.8
2119,95,1.0
3317,33,0.75
30,111,0.7142857142857143
2003,53,0.8181818181818182
153,76,1.0
247,19,0.0
2920,59,1.0
1543,34,0.0
570,112,0.6
13,54,1.0
801,51,0.8571428571428571
430,50,1.0
249,79,1.0
3296,68,1.0
1586,0,0.5384615384615384
1570,2,0.8333333333333334
1111,119,0.48214285714285715
571,88,0.75
135,85,0.75
268,24,0.6153846153846154
28,85,0.3333333333333333
885,119,0.5411764705882353
2904,50,1.0
202,73,0.875
73,37,0.9
1071,51,0.8461538461538461
2971,99,1.0
2952,15,1.0
3323,113,1.0
98,96,0.0
1467,50,1.0
242,99,0.8
3212,119,0.5806451612903226
259,54,0.6111111111111112
304,112,1.0
3328,111,1.0
252,90,0.7272727272727273
831,120,0.8
1055,71,0.2631578947368421
426,120,0.6875
70,22,1.0
2410,72,0.6470588235294118
364,41,0.4444444444444444
2908,49,1.0
3256,85,0.8125
3286,116,0.8571428571428571
3327,22,1.0
351,68,1.0
521,107,1.0
2290,18,0.0
453,77,0.625
3316,96,0.5
1479,15,0.0
3306,63,0.75
2870,74,0.0
452,72,0.6666666666666666
3283,0,0.25
148,84,1.0
2473,13,1.0
1620,23,1.0
452,41,1.0
452,66,1.0
169,95,0.7
3300,56,0.8
162,63,0.6
264,97,0.75
871,65,1.0
302,107,0.7142857142857143
3311,15,1.0
503,67,0.0
629,73,0.9090909090909091
761,37,1.0
152,93,0.9090909090909091
179,120,1.0
3328,64,0.8666666666666667
892,51,0.8571428571428571
1999,97,0.5
1823,71,0.6
3277,53,0.875
2383,54,1.0
436,111,1.0
3329,113,0.8
143,84,0.8571428571428571
600,45,0.0
74,114,0.875
259,74,0.8333333333333334
192,73,0.2777777777777778
654,26,0.5
2050,97,0.8
47,99,0.75
3256,112,1.0
186,73,1.0
3317,68,0.75
92,30,1.0
144,80,0.6666666666666666
163,22,1.0
140,35,1.0
3302,112,0.8
1496,87,1.0
426,107,0.5833333333333334
451,58,0.8333333333333334
23,76,1.0
1473,4,1.0
3306,18,1.0
330,68,1.0
2493,121,0.5
2282,18,0.47619047619047616
3283,29,1.0
3283,66,1.0
1642,54,0.4
3260,119,1.0
2027,88,0.875
144,72,0.7931034482758621
1478,74,0.5
1826,38,1.0
1133,28,0.6
1564,79,0.75
501,118,0.9166666666666666
3258,121,0.3076923076923077
57,54,1.0
147,15,1.0
2587,85,1.0
192,41,0.0
2284,108,1.0
334,86,0.5714285714285714
3000,85,0.5714285714285714
295,30,0.3333333333333333
760,100,1.0
146,79,0.75
42,54,0.875
291,41,1.0
1068,4,0.5
3302,49,0.5454545454545454
252,60,0.5
3114,85,0.6
2718,8,0.6666666666666666
3266,3,0.0
816,28,0.1875
368,73,1.0
37,81,1.0
3321,24,1.0
1997,58,1.0
341,84,1.0
153,68,0.75
2083,118,0.7777777777777778
2195,84,0.7142857142857143
666,37,0.0
889,67,0.0
1056,84,0.5
13,62,0.5
1479,50,0.75
182,23,0.6666666666666666
694,38,1.0
77,19,0.6666666666666666
1509,65,0.6666666666666666
262,51,0.6
244,37,0.782608695652174
2,118,0.8333333333333334
270,22,0.7142857142857143
482,108,0.8
3259,48,1.0
2719,106,1.0
169,103,1.0
334,90,0.625
2332,84,0.75
144,30,0.6
588,38,1.0
2957,71,1.0
3286,111,1.0
677,74,0.5
34,58,0.6
755,114,1.0
1548,79,1.0
290,19,1.0
290,120,1.0
650,91,0.7272727272727273
3200,42,1.0
936,22,0.7894736842105263
453,69,1.0
2099,76,0.0
2964,74,1.0
3316,24,1.0
856,120,1.0
451,84,0.6842105263157895
3293,52,1.0
2221,108,1.0
452,33,0.5
2802,93,0.75
148,119,0.8
441,73,0.6470588235294118
1121,4,0.42857142857142855
1318,28,0.019230769230769232
396,41,0.8888888888888888
3260,64,0.7777777777777778
2003,88,1.0
3281,68,1.0
207,118,0.8148148148148148
458,87,0.7777777777777778
3277,61,1.0
524,51,0.2903225806451613
864,85,0.8
37,99,0.8
3328,114,1.0
105,105,0.2222222222222222
2260,76,0.0
252,1,0.75
693,28,0.36363636363636365
1620,45,0.16666666666666666
2920,108,0.8571428571428571
1517,22,1.0
3271,119,0.8333333333333334
654,18,1.0
47,91,1.0
2204,81,0.625
1053,2,0.6666666666666666
345,67,0.275
576,72,0.5
1179,85,0.0625
798,51,1.0
1409,29,0.8571428571428571
3009,119,1.0
456,93,1.0
810,60,0.0
160,53,0.7692307692307693
548,74,1.0
1991,22,1.0
197,51,0.8571428571428571
34,107,0.0
2013,64,0.0
1228,112,1.0
621,62,1.0
1949,22,0.7727272727272727
1467,25,0.0
1786,61,0.75
2314,120,0.15384615384615385
428,118,0.7727272727272727
268,19,0.5
1496,116,0.8
3012,87,0.75
1243,22,0.2727272727272727
36,59,0.603448275862069
2339,90,0.0
163,80,1.0
3313,60,0.4
247,120,0.6875
1547,53,0.0
46,30,1.0
521,28,0.42857142857142855
3299,33,0.5714285714285714
68,115,0.25
1714,0,0.25
151,120,0.8333333333333334
58,74,0.0
362,68,0.75
515,67,0.42857142857142855
2295,100,0.0
264,86,1.0
3307,28,0.8275862068965517
2701,22,1.0
253,23,0.8
1890,22,0.8461538461538461
167,56,1.0
2421,2,1.0
359,41,0.3076923076923077
296,28,0.0
30,56,1.0
3314,65,1.0
146,21,0.75
921,47,1.0
243,56,0.6666666666666666
291,99,1.0
565,54,0.625
268,77,1.0
268,54,1.0
274,119,0.5714285714285714
1014,84,1.0
61,92,1.0
151,33,1.0
3276,62,0.75
1339,28,0.25
1189,3,0.75
2567,72,0.5
2036,76,0.6
256,29,1.0
1305,22,1.0
1747,61,1.0
2346,86,0.18181818181818182
319,112,0.36363636363636365
3293,60,0.0
134,59,0.2222222222222222
889,119,0.16363636363636364
3325,54,1.0
538,38,1.0
1568,93,1.0
428,113,0.6666666666666666
3305,112,1.0
3305,47,1.0
842,27,1.0
3259,69,1.0
862,62,0.42857142857142855
95,0,1.0
169,61,1.0
146,120,1.0
1279,84,0.5
2035,22,1.0
1577,28,0.7
2377,118,1.0
3277,94,0.5
1217,26,0.0
1992,2,1.0
233,62,0.6666666666666666
2941,93,0.0
1284,93,0.75
755,71,1.0
3266,44,1.0
290,118,0.5925925925925926
3263,66,1.0
1161,53,0.0
28,71,0.0
106,87,1.0
267,22,1.0
2521,44,1.0
2427,80,1.0
2581,92,0.6666666666666666
576,112,1.0
2384,76,1.0
1483,24,1.0
1575,15,1.0
2221,50,1.0
439,111,0.75
1472,106,0.5
161,54,1.0
157,15,1.0
2685,112,0.0
367,85,1.0
864,27,1.0
514,51,1.0
3277,67,1.0
2651,54,1.0
3254,62,1.0
458,48,0.6666666666666666
2160,95,0.0
145,16,1.0
2201,28,0.5555555555555556
2956,74,0.2
51,111,1.0
236,53,0.6
524,4,0.8571428571428571
3327,69,1.0
770,37,0.5
2940,28,0.5
241,19,1.0
255,107,0.8333333333333334
434,2,0.0
708,15,1.0
2432,52,0.75
250,96,0.75
3321,1,0.6
190,67,0.4666666666666667
863,29,0.38461538461538464
259,53,0.65
1478,24,1.0
218,73,0.6153846153846154
273,84,0.8235294117647058
1657,108,0.8
245,52,1.0
335,73,1.0
970,29,0.8461538461538461
1991,88,1.0
580,74,0.0
3198,36,1.0
398,53,0.4
1050,58,0.0
85,119,1.0
334,45,0.25
71,64,0.6666666666666666
156,114,1.0
2093,107,0.5714285714285714
3281,111,0.75
62,93,1.0
575,81,1.0
2805,74,0.8888888888888888
1650,108,0.8461538461538461
3319,18,1.0
2321,76,1.0
394,51,1.0
3098,54,0.5
3295,37,0.8666666666666667
1255,79,1.0
3253,117,1.0
84,32,0.6052631578947368
2359,22,0.0
896,58,0.7142857142857143
227,120,0.6
1819,15,1.0
163,69,1.0
144,81,1.0
764,45,0.0
2155,54,0.5
253,41,0.8333333333333334
228,41,0.0
3001,29,1.0
576,54,0.4444444444444444
792,49,0.5
2006,63,1.0
1056,6,1.0
424,76,1.0
3304,2,0.7894736842105263
458,95,0.7777777777777778
2951,37,1.0
2066,63,0.75
1266,59,1.0
22,62,0.631578947368421
153,23,0.8
288,91,1.0
2053,67,0.0
3260,68,1.0
302,65,0.7142857142857143
3316,103,0.5714285714285714
22,59,0.0
167,66,1.0
167,37,1.0
1991,61,0.5
235,74,0.75
1541,56,0.5
2472,64,1.0
459,50,0.6
3269,41,0.7692307692307693
352,61,0.8
244,117,1.0
458,88,0.6190476190476191
1034,51,0.8571428571428571
288,27,0.9
746,28,0.9230769230769231
2342,28,0.6666666666666666
2025,71,0.75
1072,58,0.0
428,108,0.9090909090909091
1561,93,0.8
3304,51,0.6842105263157895
2519,52,1.0
208,73,0.6428571428571429
2591,97,1.0
2001,116,1.0
2932,71,0.6
651,49,0.5384615384615384
2584,18,0.625
1541,93,0.8571428571428571
467,28,0.3333333333333333
3102,85,0.9090909090909091
1517,119,0.6153846153846154
853,88,0.0
1472,18,1.0
2,120,1.0
161,62,0.75
842,54,1.0
3259,15,1.0
725,37,1.0
1822,93,1.0
896,4,0.7333333333333333
146,62,1.0
2825,50,0.8571428571428571
1750,119,0.75
2182,81,0.75
6,91,1.0
1055,84,1.0
3284,93,0.9
850,75,0.6666666666666666
2773,17,1.0
3304,74,0.5454545454545454
431,84,0.8666666666666667
3286,56,1.0
3263,4,1.0
2288,120,0.5833333333333334
185,116,0.8148148148148148
83,18,1.0
456,41,0.8
935,58,0.75
150,65,1.0
1526,19,1.0
267,84,0.8181818181818182
2471,65,1.0
442,111,0.6
17,54,1.0
284,84,0.8571428571428571
3219,14,0.0
1121,95,0.5
3318,116,0.8076923076923077
2757,51,1.0
2760,51,0.14285714285714285
294,84,1.0
184,24,1.0
1627,85,0.3333333333333333
90,4,1.0
3269,54,0.9166666666666666
65,95,0.6
157,117,1.0
1206,112,1.0
145,51,0.8
264,93,0.5714285714285714
3324,61,1.0
161,92,0.7272727272727273
145,85,0.85
2878,95,1.0
2,29,0.6666666666666666
3281,119,1.0
604,53,0.23076923076923078
1540,59,1.0
62,85,0.0
33,49,0.0
2722,9,1.0
506,2,0.5833333333333334
1585,0,0.25
3255,41,0.8888888888888888
140,121,0.8
2912,18,1.0
2709,18,0.6666666666666666
927,54,0.8
2114,95,0.0
417,67,0.4
2057,27,0.9259259259259259
343,41,0.3333333333333333
2049,2,0.2
73,96,0.0
3285,16,1.0
751,54,1.0
3294,38,0.6666666666666666
2349,38,0.3333333333333333
866,59,0.8
3306,73,0.9333333333333333
2041,99,0.2
685,18,1.0
82,99,0.42857142857142855
3264,53,0.6875
398,41,0.2222222222222222
143,112,0.8
433,73,1.0
1554,15,0.42857142857142855
965,119,1.0
774,19,0.0
154,49,0.5263157894736842
2547,18,1.0
1245,95,0.6
354,73,0.5454545454545454
160,61,1.0
205,68,0.42857142857142855
277,53,0.8888888888888888
3316,22,0.8333333333333334
135,18,0.9166666666666666
3258,0,0.0
808,45,0.0
2577,28,0.7142857142857143
3319,84,1.0
109,73,0.8333333333333334
394,73,1.0
2069,71,0.5
2562,72,0.0
2076,120,0.2
2218,76,0.7619047619047619
144,68,1.0
2927,93,1.0
140,90,1.0
3299,37,0.6333333333333333
1470,25,1.0
1121,58,0.375
258,49,0.42105263157894735
2403,53,0.0
332,11,0.5833333333333334
3264,16,1.0
1291,100,1.0
316,0,0.45454545454545453
228,95,0.6428571428571429
244,47,1.0
244,64,1.0
592,59,0.0
156,41,0.8888888888888888
2321,119,0.0
640,51,0.8333333333333334
258,28,0.7647058823529411
38,66,1.0
1617,99,0.9166666666666666
345,51,1.0
680,18,0.75
150,73,0.9375
2484,18,0.9
59,96,0.5263157894736842
182,3,1.0
3284,116,0.75
3000,22,1.0
941,118,0.8333333333333334
291,73,0.9
3264,17,0.7777777777777778
580,33,0.0
1667,107,0.7142857142857143
38,107,0.7777777777777778
2097,4,1.0
58,73,0.41935483870967744
1486,59,0.2
1593,118,0.8533333333333334
3275,23,0.8
333,86,1.0
756,65,1.0
32,93,0.5
3312,2,0.9090909090909091
2353,22,0.0
3297,51,0.7272727272727273
150,84,1.0
2475,117,1.0
40,88,1.0
276,62,0.0
2136,95,0.42857142857142855
344,85,1.0
2350,84,0.8
1617,32,0.3
1556,48,1.0
1198,3,0.5
227,65,1.0
49,93,0.75
42,2,0.6521739130434783
2738,13,1.0
3320,80,0.5714285714285714
2357,86,0.5
584,93,1.0
103,118,0.5333333333333333
1164,61,1.0
236,37,0.6363636363636364
806,93,0.625
899,118,0.6538461538461539
2004,111,1.0
3273,95,0.8181818181818182
3301,52,1.0
3270,72,0.6333333333333333
2064,15,0.75
43,86,0.0
282,53,1.0
204,73,0.45454545454545453
1335,28,0.4090909090909091
168,112,1.0
2419,52,1.0
3056,18,0.7777777777777778
32,120,1.0
426,11,1.0
3291,28,0.9583333333333334
244,71,0.7777777777777778
2007,73,1.0
332,27,1.0
573,51,0.0
289,105,1.0
286,69,1.0
264,114,0.6666666666666666
172,119,1.0
3274,4,0.0
662,50,1.0
169,93,0.9523809523809523
1995,86,1.0
1995,49,1.0
3296,117,1.0
2286,120,0.3181818181818182
1639,48,0.0
2230,22,0.4444444444444444
97,22,0.6666666666666666
1583,39,0.0
248,121,0.75
2940,50,0.6
3017,119,1.0
137,52,1.0
2229,81,0.75
2777,74,0.6666666666666666
228,67,0.5384615384615384
1999,22,1.0
252,85,0.675
349,118,0.7096774193548387
2137,45,1.0
30,97,0.8
485,22,0.8181818181818182
2246,93,0.0
2236,96,0.0
3285,107,0.75
759,45,0.6666666666666666
2348,76,1.0
3020,119,0.75
3278,32,0.6153846153846154
1282,119,0.75
1360,119,1.0
2141,54,1.0
331,38,0.6666666666666666
1678,85,0.75
152,51,0.6111111111111112
171,48,1.0
77,76,1.0
1555,53,0.75
2168,85,0.1111111111111111
456,33,0.6666666666666666
3164,51,0.2857142857142857
145,118,0.8888888888888888
2107,91,0.0
245,26,0.4
1881,22,0.782608695652174
149,22,0.9090909090909091
155,103,0.5714285714285714
1463,71,0.75
2942,91,1.0
1533,18,0.9047619047619048
3308,97,0.6956521739130435
356,118,0.4444444444444444
574,100,1.0
2899,74,1.0
287,4,0.75
3199,36,0.5079365079365079
426,95,0.8333333333333334
1197,22,0.6
319,66,1.0
3256,33,1.0
182,73,1.0
72,22,1.0
1121,13,1.0
175,29,0.8333333333333334
26,59,1.0
142,92,0.7
2272,54,0.07142857142857142
1861,116,0.2857142857142857
2705,51,0.0
3325,79,1.0
182,28,0.65
3306,99,1.0
99,67,0.7272727272727273
246,67,0.8461538461538461
2469,64,0.7272727272727273
2075,71,0.5
584,85,0.0
3279,114,1.0
3326,93,0.8
3259,116,0.8
2371,118,0.8
260,115,1.0
147,62,1.0
912,29,0.5
1173,112,1.0
447,58,1.0
1476,38,1.0
253,71,0.72
1615,76,0.8
2582,121,0.5
3318,38,0.875
330,71,0.8
108,67,0.8333333333333334
758,60,0.14285714285714285
2368,84,0.38461538461538464
2039,15,1.0
292,95,0.7058823529411765
1464,54,1.0
6,22,0.6666666666666666
2067,119,0.625
562,2,0.0
36,103,0.0
26,30,0.5
964,120,0.42857142857142855
161,79,1.0
1210,66,1.0
459,88,0.8095238095238095
459,76,0.8709677419354839
3301,33,1.0
3304,37,0.6666666666666666
3000,118,0.7142857142857143
3278,76,1.0
53,67,0.0
411,41,0.3333333333333333
3255,96,1.0
2034,27,0.782608695652174
279,118,1.0
259,52,1.0
165,63,1.0
2162,107,0.42857142857142855
2474,85,0.5714285714285714
449,51,1.0
1320,62,0.0
2480,86,0.16666666666666666
3268,30,0.6
3312,17,1.0
164,95,0.0
1988,88,1.0
3285,99,1.0
2058,76,0.75
425,108,0.9090909090909091
458,96,0.5
3262,81,1.0
266,66,1.0
3129,29,1.0
153,16,1.0
2009,97,0.3333333333333333
139,64,0.9166666666666666
2687,37,0.75
214,53,0.125
2868,50,0.7647058823529411
1514,91,0.3333333333333333
428,28,0.782608695652174
430,118,1.0
768,112,0.0
249,19,1.0
2052,108,0.8888888888888888
447,72,0.5454545454545454
3296,24,1.0
1633,41,0.0
601,68,0.6
1509,84,0.8
1174,59,0.375
894,95,0.75
137,41,1.0
2478,13,1.0
2577,19,1.0
2904,93,1.0
1486,8,1.0
259,17,0.75
1467,118,1.0
245,63,0.6666666666666666
65,4,0.25
678,28,0.0
743,114,1.0
2721,25,1.0
342,29,0.0
105,91,0.5
159,74,0.8461538461538461
1463,18,0.8
3307,19,1.0
421,79,1.0
1470,74,1.0
2472,85,0.8333333333333334
59,17,0.0
1621,51,0.75
1448,73,0.8888888888888888
36,68,0.75
26,51,0.75
2280,37,0.0
104,84,1.0
96,64,0.6666666666666666
2257,118,0.0
81,120,1.0
856,4,0.75
152,81,1.0
314,6,0.3
415,53,0.38461538461538464
295,51,0.8
2075,79,1.0
148,16,1.0
3296,28,0.6666666666666666
235,73,0.7222222222222222
894,29,1.0
3256,53,0.7272727272727273
761,18,1.0
2061,99,0.0
53,102,0.5
447,50,0.75
1480,55,0.5
155,99,1.0
136,15,1.0
3202,100,1.0
2573,49,0.6666666666666666
2044,24,1.0
1287,28,0.5178571428571429
3144,96,0.0
1251,22,0.42857142857142855
2218,27,0.42105263157894735
2830,15,1.0
906,16,1.0
2050,61,0.8
266,116,0.8333333333333334
268,59,0.48717948717948717
182,92,1.0
2162,22,0.8
3325,2,0.7857142857142857
3023,119,0.38461538461538464
905,58,0.75
26,22,1.0
1588,87,1.0
2064,27,0.7857142857142857
3283,6,1.0
3279,79,1.0
3260,51,1.0
60,95,0.7272727272727273
264,103,1.0
184,93,0.8888888888888888
2857,74,0.8
248,16,0.5
860,118,0.5714285714285714
447,87,1.0
269,39,0.0
3313,69,1.0
2429,13,0.0
1989,95,1.0
3212,91,0.0
3290,48,1.0
65,39,0.0
268,63,0.3
3267,68,1.0
2031,76,0.5
1504,70,0.3333333333333333
365,67,0.0
3322,58,0.0
53,30,0.8
855,29,0.625
2078,29,1.0
151,80,1.0
992,18,0.6666666666666666
1530,119,0.38461538461538464
364,68,1.0
1484,81,1.0
105,118,0.5
1815,15,0.5
298,4,1.0
1462,59,0.5833333333333334
2112,84,1.0
1108,118,0.3333333333333333
430,17,0.0
2328,120,0.0
862,116,0.0
1068,58,0.09090909090909091
3029,18,0.7
135,118,1.0
462,91,1.0
2460,85,1.0
3254,28,0.8095238095238095
2879,74,1.0
147,21,0.625
2675,18,1.0
692,38,0.3333333333333333
63,76,0.9375
249,51,0.5454545454545454
3014,17,0.0
154,56,0.6
425,27,0.9148936170212766
2549,79,0.6
1480,20,0.25
335,97,0.8
36,38,0.7142857142857143
347,96,0.0
1292,71,0.8571428571428571
46,62,0.6428571428571429
1214,112,1.0
146,73,1.0
265,60,0.3333333333333333
314,0,0.0
142,99,1.0
142,56,1.0
2218,38,0.75
1617,51,1.0
2741,64,0.25
375,84,1.0
1498,116,1.0
2325,118,0.3333333333333333
264,121,0.6363636363636364
485,62,0.6
3307,23,0.8
1988,18,1.0
920,91,1.0
3289,119,1.0
57,62,0.2857142857142857
260,73,0.5294117647058824
2043,29,0.125
290,111,1.0
3266,29,1.0
3314,74,0.7142857142857143
3262,68,1.0
102,47,1.0
176,22,1.0
263,30,1.0
263,65,1.0
331,110,0.0
247,17,0.75
3318,86,0.5517241379310345
1621,84,1.0
2038,48,1.0
2382,84,0.8
3296,66,1.0
246,117,1.0
3015,119,0.75
109,84,1.0
445,67,0.7692307692307693
152,90,0.8333333333333334
1577,34,0.0
348,68,0.0
3299,93,0.7333333333333333
693,18,1.0
86,54,1.0
24,115,1.0
108,91,0.75
1999,37,1.0
3300,65,1.0
2500,121,0.5
1285,37,0.875
1698,61,0.75
120,48,1.0
438,76,0.9411764705882353
1259,73,1.0
794,28,1.0
97,4,1.0
97,99,1.0
165,91,0.7894736842105263
60,118,0.9333333333333333
552,74,0.6666666666666666
35,71,0.42857142857142855
250,116,0.7575757575757576
2317,22,0.0
3266,96,0.75
47,76,1.0
448,56,1.0
2130,28,0.5333333333333333
263,3,0.0
1055,118,0.6
331,11,1.0
2496,65,0.6666666666666666
2032,15,0.0
52,99,0.3333333333333333
3306,49,0.28125
470,4,0.8
150,62,0.6666666666666666
3291,121,0.6666666666666666
2196,76,0.6666666666666666
2239,85,1.0
3224,22,0.7
809,66,1.0
30,1,0.0
269,47,1.0
2345,21,0.1875
1467,93,0.5
76,91,0.8
760,71,0.0
771,18,0.5833333333333334
166,32,0.4642857142857143
2406,67,1.0
249,24,0.9
1135,119,0.3
1576,71,0.2
258,54,0.875
2947,15,1.0
524,62,0.6
3256,110,1.0
1349,76,0.6666666666666666
257,16,1.0
